datapath,in-port,eth-dst,out-port,packets,bytes,duration-sec,duration-nsec,flags,vlan
0000000000000003,       1,1a:d9:eb:06:76:99,       2,   12782, 8588430,8,628000000,0x0000,1
0000000000000003,       2,7e:ba:50:68:c8:ee,       1,      11,     770,8,648000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,   12782, 8588430,8,622000000,0x0000,1
0000000000000006,       4,7e:ba:50:68:c8:ee,       1,      11,     770,8,657000000,0x0000,0
0000000000000002,       2,7e:ba:50:68:c8:ee,       3,      11,     770,8,641000000,0x0000,0
0000000000000002,       3,1a:d9:eb:06:76:99,       2,   12782, 8588430,8,635000000,0x0000,1
000000000000001a,       1,1a:d9:eb:06:76:99,       2,   12782, 8588430,8,599000000,0x0000,1
000000000000001a,       2,7e:ba:50:68:c8:ee,       1,      11,     770,8,668000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,   12782, 8588430,8,614000000,0x0000,1
000000000000000a,       2,7e:ba:50:68:c8:ee,       1,      11,     770,8,662000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,   12782, 8588430,8,588000000,0x0000,1
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     770,8,674000000,0x0000,0
0000000000000002,       2,7e:ba:50:68:c8:ee,       3,      11,     770,18,677000000,0x0000,0
0000000000000002,       3,1a:d9:eb:06:76:99,       2,   31705,21337096,18,671000000,0x0000,1
0000000000000006,       1,1a:d9:eb:06:76:99,       4,   31713,21337688,18,665000000,0x0000,1
0000000000000006,       4,7e:ba:50:68:c8:ee,       1,      11,     770,18,700000000,0x0000,0
0000000000000006,       4,8a:91:5e:64:27:03,       1,       0,       0,0,506000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,   31713,21337688,18,639000000,0x0000,1
000000000000001a,       2,7e:ba:50:68:c8:ee,       1,      11,     770,18,708000000,0x0000,0
000000000000001a,       2,8a:91:5e:64:27:03,       1,       0,       0,0,517000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,   31713,21337688,18,654000000,0x0000,1
000000000000000a,       2,7e:ba:50:68:c8:ee,       1,      11,     770,18,702000000,0x0000,0
000000000000000a,       2,8a:91:5e:64:27:03,       1,       0,       0,0,510000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,   31713,21337688,18,628000000,0x0000,1
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     770,18,714000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,       0,       0,0,535000000,0x0000,0
0000000000000002,       2,7e:ba:50:68:c8:ee,       3,      11,     770,28,925000000,0x0000,0
0000000000000002,       3,1a:d9:eb:06:76:99,       2,   45718,30767942,28,919000000,0x0000,1
0000000000000006,       1,1a:d9:eb:06:76:99,       4,  198272,42056938,28,910000000,0x0000,1
0000000000000006,       4,7e:ba:50:68:c8:ee,       1,      11,     770,28,945000000,0x0000,0
0000000000000006,       4,8a:91:5e:64:27:03,       1,       0,       0,10,751000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,  198272,42056938,28,898000000,0x0000,1
000000000000000a,       2,7e:ba:50:68:c8:ee,       1,      11,     770,28,946000000,0x0000,0
000000000000000a,       2,8a:91:5e:64:27:03,       1,       0,       0,10,754000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,  198272,42056938,28,900000000,0x0000,1
000000000000001a,       2,7e:ba:50:68:c8:ee,       1,      11,     770,28,969000000,0x0000,0
000000000000001a,       2,8a:91:5e:64:27:03,       1,       0,       0,10,778000000,0x0000,0
0000000000000002,       2,1a:d9:eb:06:76:99,       2,      48,    3552,2,677000000,0x0000,0
0000000000000002,       2,7e:ba:50:68:c8:ee,       3,      11,     770,39,38000000,0x0000,0
0000000000000002,       3,1a:d9:eb:06:76:99,       2,   56527,38045320,39,32000000,0x0000,1
000000000000000a,       1,1a:d9:eb:06:76:99,       2,  271237,50858756,39,21000000,0x0000,1
000000000000000a,       2,7e:ba:50:68:c8:ee,       1,      11,     770,39,69000000,0x0000,0
000000000000000a,       2,8a:91:5e:64:27:03,       1,       0,       0,20,877000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,  271237,50858756,39,12000000,0x0000,1
000000000000001a,       2,7e:ba:50:68:c8:ee,       1,      11,     770,39,81000000,0x0000,0
000000000000001a,       2,8a:91:5e:64:27:03,       1,       0,       0,20,890000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,  198272,42056938,28,886000000,0x0000,1
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     770,28,972000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,       0,       0,10,793000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      41,    3034,0,122000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,  271237,50858756,39,4000000,0x0000,1
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     770,39,90000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,       0,       0,20,911000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,  271237,50858756,49,52000000,0x0000,1
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     770,49,138000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,       0,       0,30,959000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,  271237,50858756,59,250000000,0x0000,1
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     770,59,336000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,       0,       0,41,157000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,  271237,50858756,69,191000000,0x0000,1
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     770,69,277000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,       0,       0,51,98000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,  271356,50867562,79,491000000,0x0000,1
0000000000000027,       3,7e:ba:50:68:c8:ee,       1,      11,     770,79,577000000,0x0000,0
0000000000000027,       3,8a:91:5e:64:27:03,       1,       0,       0,61,398000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     120,    8880,0,847000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,     257,   19018,0,322000000,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,      33,    2442,0,0,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,       0,       0,0,5000000,0x0000,0
000000000000001c,       1,1a:d9:eb:06:76:99,       1,      17,    1258,0,0,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,      28,    2072,0,0,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     133,    9842,0,193000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      73,    5402,0,193000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,     148,   10952,0,193000000,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,      71,    5254,1,555000000,0x0000,0
0000000000000019,       2,1a:d9:eb:06:76:99,       2,      16,    1184,0,107000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,      25,    1850,0,106000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,     671,   49654,0,106000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,      70,    5180,0,134000000,0x0000,0
0000000000000007,       2,1a:d9:eb:06:76:99,       2,       0,       0,0,0,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,       0,       0,0,0,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     348,   25752,0,0,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      63,    4662,0,103000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      25,    1850,0,126000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,      39,    2886,0,1000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,      71,    5254,0,26000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,      46,    3404,1,93000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,     122,    9028,3,143000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,      51,    3774,0,24000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,     910,   67340,13,373000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,      35,    2590,0,0,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,       0,       0,0,0,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,     485,   35890,0,0,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,      34,    2516,0,396000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    1649,  122026,23,407000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,       9,     666,0,1000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    1921,  142154,33,661000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     142,   10508,0,161000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    2255,  166870,43,545000000,0x0000,0
0000000000000009,       1,1a:d9:eb:06:76:99,       1,      17,    1258,1,165000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     135,    9990,0,29000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,      80,    5920,0,155000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    3444,  254856,53,730000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    1324,   97976,8,521000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     197,   14578,0,29000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1036,   76664,0,156000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    4323,  319902,63,801000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    2203,  163022,18,580000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1618,  119732,0,478000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,     269,   19906,0,313000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,     162,   11988,0,0,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,      27,    1998,0,0,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      45,    3330,0,18000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,      28,    2072,0,150000000,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,      97,    7178,0,0,0x0000,0
0000000000000004,       2,1a:d9:eb:06:76:99,       2,       1,      74,0,126000000,0x0000,0
0000000000000014,       1,1a:d9:eb:06:76:99,       1,     150,   11100,1,763000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,     157,   11618,6,426000000,0x0000,0
0000000000000012,       1,1a:d9:eb:06:76:99,       1,     126,    9324,1,761000000,0x0000,0
0000000000000013,       1,1a:d9:eb:06:76:99,       1,     150,   11100,1,761000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    2535,  187590,10,621000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    3139,  232286,28,670000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    5259,  389166,73,895000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    3755,  277870,20,642000000,0x0000,0
0000000000000013,       1,1a:d9:eb:06:76:99,       1,     539,   39886,11,899000000,0x0000,0
0000000000000014,       1,1a:d9:eb:06:76:99,       1,     539,   39886,11,901000000,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,     284,   21016,0,769000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    6479,  479446,84,33000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    4359,  322566,38,808000000,0x0000,0
0000000000000012,       1,1a:d9:eb:06:76:99,       1,     515,   38110,11,890000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,     157,   11618,16,553000000,0x0000,0
0000000000000014,       1,1a:d9:eb:06:76:99,       1,     559,   41366,21,888000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,     157,   11618,26,551000000,0x0000,0
0000000000000012,       1,1a:d9:eb:06:76:99,       1,     535,   39590,21,894000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    5210,  385540,30,746000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     377,   27898,2,444000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    7934,  587116,94,20000000,0x0000,0
0000000000000013,       1,1a:d9:eb:06:76:99,       1,     559,   41366,21,894000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    5814,  430236,48,803000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,     412,   30488,0,112000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,     560,   41440,0,112000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,     851,   62974,0,114000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,     949,   70226,0,114000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,    1318,   97532,0,0,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,    1494,  110556,0,0,0x0000,0
0000000000000003,       1,1a:d9:eb:06:76:99,       2,   31705,21337096,18,668000000,0x0000,1
0000000000000003,       2,7e:ba:50:68:c8:ee,       1,      11,     770,18,688000000,0x0000,0
0000000000000003,       2,8a:91:5e:64:27:03,       5,       0,       0,0,497000000,0x0000,0
0000000000000003,       5,1a:d9:eb:06:76:99,       2,    9891,  731934,0,1000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    6461,  478114,58,816000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    8581,  634994,104,139000000,0x0000,0
0000000000000012,       1,1a:d9:eb:06:76:99,       1,     535,   39590,32,14000000,0x0000,0
0000000000000014,       1,1a:d9:eb:06:76:99,       1,     559,   41366,32,7000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     377,   27898,12,548000000,0x0000,0
0000000000000013,       1,1a:d9:eb:06:76:99,       1,     559,   41366,32,9000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,     157,   11618,36,660000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    5857,  433418,40,855000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,    1875,  138750,8,432000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,    1494,  110556,9,54000000,0x0000,0
0000000000000003,       1,1a:d9:eb:06:76:99,       2,   45718,30767942,28,917000000,0x0000,1
0000000000000003,       2,7e:ba:50:68:c8:ee,       1,      11,     770,28,937000000,0x0000,0
0000000000000003,       2,8a:91:5e:64:27:03,       5,       0,       0,10,746000000,0x0000,0
0000000000000003,       5,1a:d9:eb:06:76:99,       2,  159794,11824756,0,138000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    6365,  471010,50,854000000,0x0000,0
0000000000000012,       1,1a:d9:eb:06:76:99,       1,     535,   39590,41,997000000,0x0000,0
0000000000000013,       1,1a:d9:eb:06:76:99,       1,     559,   41366,41,997000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     377,   27898,22,547000000,0x0000,0
0000000000000014,       1,1a:d9:eb:06:76:99,       1,     559,   41366,41,997000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    9089,  672586,114,129000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,    2383,  176342,18,428000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,    1494,  110556,19,50000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    6969,  515706,68,906000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,     157,   11618,46,660000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      65,    4810,0,72000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,   10675,  789950,124,199000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     127,    9398,0,4000000,0x0000,0
0000000000000007,       2,1a:d9:eb:06:76:99,       2,      26,    1924,0,72000000,0x0000,0
0000000000000012,       1,1a:d9:eb:06:76:99,       1,     535,   39590,52,66000000,0x0000,0
000000000000000b,       1,1a:d9:eb:06:76:99,       2,       0,       0,3,167000000,0x0000,0
0000000000000013,       1,1a:d9:eb:06:76:99,       1,     559,   41366,52,66000000,0x0000,0
0000000000000002,       1,1a:d9:eb:06:76:99,       2,       0,       0,2,254000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,     214,   15836,56,721000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    8555,  633070,78,978000000,0x0000,0
0000000000000014,       1,1a:d9:eb:06:76:99,       1,     559,   41366,52,64000000,0x0000,0
0000000000000002,       1,1a:d9:eb:06:76:99,       2,       0,       0,12,267000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     133,    9842,0,579000000,0x0000,0
000000000000000b,       1,1a:d9:eb:06:76:99,       2,       0,       0,13,202000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,     218,   16132,0,1000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    1003,   74222,3,597000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     194,   14356,0,1000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    2797,  206978,13,762000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      43,    3182,0,50000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,      28,    2072,0,86000000,0x0000,0
000000000000001c,       1,1a:d9:eb:06:76:99,       1,      42,    3108,0,150000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    3305,  244570,23,773000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    4662,  344988,33,877000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,      19,    1406,0,267000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     475,   35150,1,125000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     463,   34262,2,364000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,      37,    2738,1,458000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    8143,  602582,43,923000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    3944,  291856,12,410000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    3956,  292744,11,178000000,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,     161,   11914,0,150000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     222,   16428,0,16000000,0x0000,0
0000000000000007,       2,1a:d9:eb:06:76:99,       2,      37,    2738,1,454000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     104,    7696,0,439000000,0x0000,0
0000000000000007,       2,1a:d9:eb:06:76:99,       2,      31,    2294,0,0,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,     715,   52910,2,216000000,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,     675,   49950,2,105000000,0x0000,0
0000000000000008,       1,1a:d9:eb:06:76:99,       1,      80,    5920,0,0,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     469,   34706,0,376000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     915,   67710,0,0,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,     104,    7696,0,107000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,     123,    9102,0,0,0x0000,0
0000000000000016,       1,1a:d9:eb:06:76:99,       1,      12,     888,0,666000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    2164,  160136,12,401000000,0x0000,0
0000000000000019,       2,1a:d9:eb:06:76:99,       2,     329,   24346,0,99000000,0x0000,0
000000000000001c,       1,1a:d9:eb:06:76:99,       1,      49,    3626,0,94000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    2551,  188774,22,537000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    3421,  253154,32,644000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     144,   10656,0,86000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    3789,  280386,42,651000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    4154,  307396,52,716000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     250,   18500,0,5000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    4810,  355940,63,72000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,     906,   67044,3,927000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    1432,  105968,13,827000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    5336,  394864,72,965000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     189,   13986,0,52000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    1792,  132608,24,74000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    5696,  421504,83,223000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,     696,   51504,0,183000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1035,   76590,0,2000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    6023,  445702,93,139000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    2119,  156806,34,5000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1232,   91168,0,0,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1398,  103452,0,970000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1544,  114256,11,155000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    6169,  456506,103,334000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    2265,  167610,44,198000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    6299,  466126,113,236000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    2395,  177230,54,97000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1674,  123876,21,77000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1807,  133718,31,447000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    2528,  187072,64,486000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    6432,  475968,123,619000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    1871,  138454,41,311000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    6496,  480704,133,481000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    2592,  191808,74,346000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    3017,  223258,84,367000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    2296,  169904,51,346000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    6921,  512154,143,505000000,0x0000,0
0000000000000006,       1,1a:d9:eb:06:76:99,       4,     218,   16132,0,91000000,0x0000,0
0000000000000006,       2,1a:d9:eb:06:76:99,       4,     141,   10434,0,48000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    2771,  205054,61,486000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    7396,  547304,153,637000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    3492,  258408,94,506000000,0x0000,0
0000000000000004,       1,1a:d9:eb:06:76:99,       2,       1,      74,0,31000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    3188,  235912,71,666000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    7813,  578162,163,828000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    3909,  289266,104,783000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    3422,  253228,81,765000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    8047,  595478,173,933000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    4143,  306582,114,794000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    8730,  646020,184,55000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    4826,  357124,124,916000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    4105,  303770,91,896000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,      25,    1850,0,9000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     149,   11026,0,0,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    5551,  410774,134,996000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    4830,  357420,101,965000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,    9455,  699670,194,124000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     302,   22348,2,279000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     472,   34928,13,142000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,   10079,  745846,204,997000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    5454,  403596,112,835000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    6175,  456950,145,852000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    5995,  443630,122,738000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     624,   46176,23,229000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,   10620,  785880,215,73000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    6716,  496984,155,935000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    6212,  459688,133,68000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     680,   50320,33,382000000,0x0000,0
0000000000000027,       1,1a:d9:eb:06:76:99,       3,    6933,  513042,166,89000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,   10837,  801938,225,231000000,0x0000,0
000000000000000a,       1,1a:d9:eb:06:76:99,       2,    6540,  483960,143,11000000,0x0000,0
0000000000000007,       1,1a:d9:eb:06:76:99,       2,     823,   60902,43,326000000,0x0000,0
000000000000001a,       1,1a:d9:eb:06:76:99,       2,   11165,  826210,235,180000000,0x0000,0
