@relation monitor-ddos-port-attack-stats

@attribute datapath string
@attribute port string
@attribute rx-pkts numeric
@attribute rx-bytes numeric
@attribute rx-error numeric
@attribute tx-pkts numeric
@attribute tx-bytes numeric
@attribute tx-error numeric

@data
18,2,248,14970,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000000e,1,252,15220,0,8,588,0
000000000000000e,2,7,528,0,250,15090,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000000a,1,24524298,1814793987,0,435,42175,0
000000000000000a,2,436,42265,0,24524293,1814793687,0
000000000000000a,3,11,768,0,250,15090,0
000000000000000a,fffffffe,0,0,0,0,0,0
19,1,10,708,0,248,14970,0
19,2,250,15090,0,11,768,0
19,fffffffe,0,0,0,0,0,0
15,1,249,15030,0,8,588,0
15,2,8,588,0,247,14910,0
15,fffffffe,0,0,0,0,0,0
000000000000001d,1,248,14970,0,8,588,0
000000000000001d,2,249,15030,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000d,1,251,15150,0,14,958,0
000000000000000d,2,10,708,0,249,15030,0
000000000000000d,3,8,588,0,252,15220,0
000000000000000d,fffffffe,0,0,0,0,0,0
17,1,249,15030,0,9,648,0
17,2,12,828,0,249,15030,0
17,fffffffe,0,0,0,0,0,0
6,1,24524298,1814793987,0,437,42295,0
6,2,10,738,0,249,15030,0
6,3,13,888,0,254,15330,0
6,4,435,42175,0,24524298,1814793987,0
6,fffffffe,0,0,0,0,0,0
10,1,249,15030,0,10,708,0
10,2,8,588,0,248,14980,0
10,fffffffe,0,0,0,0,0,0
11,1,248,14980,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000c,1,249,15030,0,11,768,0
000000000000000c,2,14,958,0,251,15150,0
000000000000000c,fffffffe,0,0,0,0,0,0
5,1,248,14970,0,8,588,0
5,2,8,588,0,248,14970,0
5,fffffffe,0,0,0,0,0,0
000000000000001b,1,24524341,1814797239,0,434,42115,0
000000000000001b,2,11,768,0,247,14910,0
000000000000001b,3,430,41875,0,24524339,1814797119,0
000000000000001b,fffffffe,0,0,0,0,0,0
13,1,251,15180,0,7,528,0
13,fffffffe,0,0,0,0,0,0
19,1,10,708,0,253,15270,0
19,2,255,15390,0,11,768,0
19,fffffffe,0,0,0,0,0,0
12,1,256,15480,0,7,528,0
12,fffffffe,0,0,0,0,0,0
5,1,253,15270,0,8,588,0
5,2,8,588,0,253,15270,0
5,fffffffe,0,0,0,0,0,0
000000000000000b,1,256,15450,0,12,828,0
000000000000000b,2,11,768,0,252,15210,0
000000000000000b,3,11,768,0,254,15330,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000000a,1,25141080,1860435753,0,446,43237,0
000000000000000a,2,447,43327,0,25141075,1860435453,0
000000000000000a,3,11,768,0,255,15390,0
000000000000000a,fffffffe,0,0,0,0,0,0
6,1,25141080,1860435753,0,448,43357,0
6,2,10,738,0,254,15330,0
6,3,13,888,0,259,15630,0
6,4,446,43237,0,25141080,1860435753,0
6,fffffffe,0,0,0,0,0,0
000000000000001b,1,25141303,1860452325,0,445,43177,0
000000000000001b,2,11,768,0,252,15210,0
000000000000001b,3,441,42937,0,25141301,1860452205,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000000d,1,256,15450,0,14,958,0
000000000000000d,2,10,708,0,254,15330,0
000000000000000d,3,8,588,0,257,15520,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000000c,1,254,15330,0,11,768,0
000000000000000c,2,14,958,0,256,15450,0
000000000000000c,fffffffe,0,0,0,0,0,0
10,1,254,15330,0,10,708,0
10,2,8,588,0,253,15280,0
10,fffffffe,0,0,0,0,0,0
7,1,254,15330,0,11,768,0
7,2,254,15330,0,10,738,0
7,3,7,528,0,256,15480,0
7,4,7,528,0,256,15480,0
7,5,7,528,0,256,15480,0
7,fffffffe,0,0,0,0,0,0
3,1,258,15588,0,14,930,0
3,2,448,43357,0,25141080,1860435753,0
3,3,11,768,0,256,15450,0
3,4,252,15210,0,11,768,0
3,5,25140828,1860420633,0,689,57817,0
3,6,6,468,0,253,15270,0
3,fffffffe,0,0,0,0,0,0
16,1,252,15210,0,8,588,0
16,fffffffe,0,0,0,0,0,0
9,1,255,15390,0,9,648,0
9,2,8,588,0,254,15330,0
9,fffffffe,0,0,0,0,0,0
8,1,259,15630,0,13,888,0
8,2,253,15270,0,8,588,0
8,3,9,648,0,255,15390,0
8,fffffffe,0,0,0,0,0,0
11,1,253,15280,0,8,588,0
11,fffffffe,0,0,0,0,0,0
2,1,259,15648,0,15,990,0
2,2,14,930,0,258,15588,0
2,fffffffe,0,0,0,0,0,0
14,1,256,15480,0,7,528,0
14,fffffffe,0,0,0,0,0,0
1,1,15,990,0,259,15648,0
1,2,12,828,0,256,15450,0
1,fffffffe,0,0,0,0,0,0
000000000000001d,1,253,15270,0,8,588,0
000000000000001d,2,254,15330,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000f,1,255,15390,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
4,1,256,15450,0,11,768,0
4,2,11,768,0,254,15330,0
4,3,8,588,0,253,15270,0
4,fffffffe,0,0,0,0,0,0
15,1,254,15330,0,8,588,0
15,2,8,588,0,252,15210,0
15,fffffffe,0,0,0,0,0,0
000000000000001c,1,252,15210,0,11,768,0
000000000000001c,2,8,588,0,253,15270,0
000000000000001c,fffffffe,0,0,0,0,0,0
18,1,9,648,0,254,15330,0
18,2,253,15270,0,10,708,0
18,fffffffe,0,0,0,0,0,0
17,1,254,15330,0,9,648,0
17,2,12,828,0,254,15330,0
17,fffffffe,0,0,0,0,0,0
000000000000000e,1,257,15520,0,8,588,0
000000000000000e,2,7,528,0,255,15390,0
000000000000000e,fffffffe,0,0,0,0,0,0
13,1,256,15480,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000001a,1,25141303,1860452325,0,447,43327,0
000000000000001a,2,445,43177,0,25141303,1860452325,0
000000000000001a,fffffffe,0,0,0,0,0,0
9,1,260,15690,0,9,648,0
9,2,8,588,0,259,15630,0
9,fffffffe,0,0,0,0,0,0
000000000000001b,1,25783318,1907961333,0,456,44239,0
000000000000001b,2,11,768,0,257,15510,0
000000000000001b,3,452,43999,0,25783316,1907961213,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000000f,1,260,15690,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
5,1,258,15570,0,8,588,0
5,2,8,588,0,258,15570,0
5,fffffffe,0,0,0,0,0,0
8,1,264,15930,0,13,888,0
8,2,258,15570,0,8,588,0
8,3,9,648,0,260,15690,0
8,fffffffe,0,0,0,0,0,0
000000000000001d,1,258,15570,0,8,588,0
000000000000001d,2,259,15630,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000c,1,259,15630,0,11,768,0
000000000000000c,2,14,958,0,261,15750,0
000000000000000c,fffffffe,0,0,0,0,0,0
000000000000000d,1,261,15750,0,14,958,0
000000000000000d,2,10,708,0,259,15630,0
000000000000000d,3,8,588,0,262,15820,0
000000000000000d,fffffffe,0,0,0,0,0,0
3,1,263,15888,0,14,930,0
3,2,459,44419,0,25783323,1907961633,0
3,3,11,768,0,261,15750,0
3,4,257,15510,0,11,768,0
3,5,25783066,1907946213,0,705,59179,0
3,6,6,468,0,258,15570,0
3,fffffffe,0,0,0,0,0,0
19,1,10,708,0,258,15570,0
19,2,260,15690,0,11,768,0
19,fffffffe,0,0,0,0,0,0
10,1,259,15630,0,10,708,0
10,2,8,588,0,258,15580,0
10,fffffffe,0,0,0,0,0,0
000000000000000b,1,261,15750,0,12,828,0
000000000000000b,2,11,768,0,257,15510,0
000000000000000b,3,11,768,0,259,15630,0
000000000000000b,fffffffe,0,0,0,0,0,0
16,1,257,15510,0,8,588,0
16,fffffffe,0,0,0,0,0,0
18,1,9,648,0,259,15630,0
18,2,258,15570,0,10,708,0
18,fffffffe,0,0,0,0,0,0
17,1,259,15630,0,9,648,0
17,2,12,828,0,259,15630,0
17,fffffffe,0,0,0,0,0,0
15,1,259,15630,0,8,588,0
15,2,8,588,0,257,15510,0
15,fffffffe,0,0,0,0,0,0
000000000000000e,1,262,15820,0,8,588,0
000000000000000e,2,7,528,0,260,15690,0
000000000000000e,fffffffe,0,0,0,0,0,0
14,1,261,15780,0,7,528,0
14,fffffffe,0,0,0,0,0,0
12,1,261,15780,0,7,528,0
12,fffffffe,0,0,0,0,0,0
11,1,258,15580,0,8,588,0
11,fffffffe,0,0,0,0,0,0
13,1,261,15780,0,7,528,0
13,fffffffe,0,0,0,0,0,0
6,1,25783323,1907961633,0,459,44419,0
6,2,10,738,0,259,15630,0
6,3,13,888,0,264,15930,0
6,4,457,44299,0,25783323,1907961633,0
6,fffffffe,0,0,0,0,0,0
000000000000001c,1,257,15510,0,11,768,0
000000000000001c,2,8,588,0,258,15570,0
000000000000001c,fffffffe,0,0,0,0,0,0
2,1,264,15948,0,15,990,0
2,2,14,930,0,263,15888,0
2,fffffffe,0,0,0,0,0,0
7,1,259,15630,0,11,768,0
7,2,259,15630,0,10,738,0
7,3,7,528,0,261,15780,0
7,4,7,528,0,261,15780,0
7,5,7,528,0,261,15780,0
7,fffffffe,0,0,0,0,0,0
000000000000000a,1,25783323,1907961633,0,457,44299,0
000000000000000a,2,458,44389,0,25783318,1907961333,0
000000000000000a,3,11,768,0,260,15690,0
000000000000000a,fffffffe,0,0,0,0,0,0
1,1,15,990,0,264,15948,0
1,2,12,828,0,261,15750,0
1,fffffffe,0,0,0,0,0,0
4,1,261,15750,0,11,768,0
4,2,11,768,0,259,15630,0
4,3,8,588,0,258,15570,0
4,fffffffe,0,0,0,0,0,0
000000000000001a,1,25783318,1907961333,0,458,44389,0
000000000000001a,2,456,44239,0,25783318,1907961333,0
000000000000001a,fffffffe,0,0,0,0,0,0
6,1,26432744,1956018685,0,470,45481,0
6,2,10,738,0,264,15930,0
6,3,13,888,0,269,16230,0
6,4,468,45361,0,26432744,1956018685,0
6,fffffffe,0,0,0,0,0,0
8,1,269,16230,0,13,888,0
8,2,263,15870,0,8,588,0
8,3,9,648,0,265,15990,0
8,fffffffe,0,0,0,0,0,0
9,1,265,15990,0,9,648,0
9,2,8,588,0,264,15930,0
9,fffffffe,0,0,0,0,0,0
18,1,9,648,0,264,15930,0
18,2,263,15870,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000000a,1,26432744,1956018685,0,468,45361,0
000000000000000a,2,469,45451,0,26432739,1956018385,0
000000000000000a,3,11,768,0,265,15990,0
000000000000000a,fffffffe,0,0,0,0,0,0
14,1,266,16080,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000000c,1,264,15930,0,11,768,0
000000000000000c,2,14,958,0,266,16050,0
000000000000000c,fffffffe,0,0,0,0,0,0
4,1,266,16050,0,11,768,0
4,2,11,768,0,264,15930,0
4,3,8,588,0,263,15870,0
4,fffffffe,0,0,0,0,0,0
16,1,262,15810,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000d,1,266,16050,0,14,958,0
000000000000000d,2,10,708,0,264,15930,0
000000000000000d,3,8,588,0,267,16120,0
000000000000000d,fffffffe,0,0,0,0,0,0
10,1,264,15930,0,10,708,0
10,2,8,588,0,263,15880,0
10,fffffffe,0,0,0,0,0,0
12,1,266,16080,0,7,528,0
12,fffffffe,0,0,0,0,0,0
1,1,15,990,0,269,16248,0
1,2,12,828,0,266,16050,0
1,fffffffe,0,0,0,0,0,0
17,1,264,15930,0,9,648,0
17,2,12,828,0,264,15930,0
17,fffffffe,0,0,0,0,0,0
000000000000001a,1,26433154,1956049095,0,469,45451,0
000000000000001a,2,467,45301,0,26433154,1956049095,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000f,1,265,15990,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
19,1,10,708,0,263,15870,0
19,2,265,15990,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000000b,1,266,16050,0,12,828,0
000000000000000b,2,11,768,0,262,15810,0
000000000000000b,3,11,768,0,264,15930,0
000000000000000b,fffffffe,0,0,0,0,0,0
15,1,264,15930,0,8,588,0
15,2,8,588,0,262,15810,0
15,fffffffe,0,0,0,0,0,0
3,1,268,16188,0,14,930,0
3,2,470,45481,0,26432744,1956018685,0
3,3,11,768,0,266,16050,0
3,4,262,15810,0,11,768,0
3,5,26432482,1956002965,0,721,60541,0
3,6,6,468,0,263,15870,0
3,fffffffe,0,0,0,0,0,0
11,1,263,15880,0,8,588,0
11,fffffffe,0,0,0,0,0,0
13,1,266,16080,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000001d,1,263,15870,0,8,588,0
000000000000001d,2,264,15930,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000001c,1,262,15810,0,11,768,0
000000000000001c,2,8,588,0,263,15870,0
000000000000001c,fffffffe,0,0,0,0,0,0
000000000000000e,1,267,16120,0,8,588,0
000000000000000e,2,7,528,0,265,15990,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001b,1,26433154,1956049095,0,467,45301,0
000000000000001b,2,11,768,0,262,15810,0
000000000000001b,3,463,45061,0,26433152,1956048975,0
000000000000001b,fffffffe,0,0,0,0,0,0
2,1,269,16248,0,15,990,0
2,2,14,930,0,268,16188,0
2,fffffffe,0,0,0,0,0,0
7,1,264,15930,0,11,768,0
7,2,264,15930,0,10,738,0
7,3,7,528,0,266,16080,0
7,4,7,528,0,266,16080,0
7,5,7,528,0,266,16080,0
7,fffffffe,0,0,0,0,0,0
5,1,263,15870,0,8,588,0
5,2,8,588,0,263,15870,0
5,fffffffe,0,0,0,0,0,0
11,1,268,16180,0,8,588,0
11,fffffffe,0,0,0,0,0,0
14,1,271,16380,0,7,528,0
14,fffffffe,0,0,0,0,0,0
7,1,269,16230,0,11,768,0
7,2,269,16230,0,10,738,0
7,3,7,528,0,271,16380,0
7,4,7,528,0,271,16380,0
7,5,7,528,0,271,16380,0
7,fffffffe,0,0,0,0,0,0
000000000000000e,1,272,16420,0,8,588,0
000000000000000e,2,7,528,0,270,16290,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000000a,1,27082589,2004107145,0,478,46381,0
000000000000000a,2,479,46471,0,27082584,2004106845,0
000000000000000a,3,11,768,0,270,16290,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000001d,1,268,16170,0,8,588,0
000000000000001d,2,269,16230,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
000000000000000b,1,271,16350,0,12,828,0
000000000000000b,2,11,768,0,267,16110,0
000000000000000b,3,11,768,0,269,16230,0
000000000000000b,fffffffe,0,0,0,0,0,0
2,1,274,16548,0,15,990,0
2,2,14,930,0,273,16488,0
2,fffffffe,0,0,0,0,0,0
19,1,10,708,0,268,16170,0
19,2,270,16290,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000001c,1,267,16110,0,11,768,0
000000000000001c,2,8,588,0,268,16170,0
000000000000001c,fffffffe,0,0,0,0,0,0
4,1,271,16350,0,11,768,0
4,2,11,768,0,269,16230,0
4,3,8,588,0,268,16170,0
4,fffffffe,0,0,0,0,0,0
000000000000001a,1,27082584,2004106845,0,479,46471,0
000000000000001a,2,477,46321,0,27082584,2004106845,0
000000000000001a,fffffffe,0,0,0,0,0,0
3,1,273,16488,0,14,930,0
3,2,480,46501,0,27082589,2004107145,0
3,3,11,768,0,271,16350,0
3,4,267,16110,0,11,768,0
3,5,27082322,2004091125,0,736,61861,0
3,6,6,468,0,268,16170,0
3,fffffffe,0,0,0,0,0,0
5,1,268,16170,0,8,588,0
5,2,8,588,0,268,16170,0
5,fffffffe,0,0,0,0,0,0
000000000000000c,1,269,16230,0,11,768,0
000000000000000c,2,14,958,0,271,16350,0
000000000000000c,fffffffe,0,0,0,0,0,0
15,1,269,16230,0,8,588,0
15,2,8,588,0,267,16110,0
15,fffffffe,0,0,0,0,0,0
12,1,271,16380,0,7,528,0
12,fffffffe,0,0,0,0,0,0
13,1,271,16380,0,7,528,0
13,fffffffe,0,0,0,0,0,0
18,1,9,648,0,269,16230,0
18,2,268,16170,0,10,708,0
18,fffffffe,0,0,0,0,0,0
16,1,267,16110,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000d,1,271,16350,0,14,958,0
000000000000000d,2,10,708,0,269,16230,0
000000000000000d,3,8,588,0,272,16420,0
000000000000000d,fffffffe,0,0,0,0,0,0
8,1,274,16530,0,13,888,0
8,2,268,16170,0,8,588,0
8,3,9,648,0,270,16290,0
8,fffffffe,0,0,0,0,0,0
1,1,15,990,0,274,16548,0
1,2,12,828,0,271,16350,0
1,fffffffe,0,0,0,0,0,0
10,1,269,16230,0,10,708,0
10,2,8,588,0,268,16180,0
10,fffffffe,0,0,0,0,0,0
17,1,269,16230,0,9,648,0
17,2,12,828,0,269,16230,0
17,fffffffe,0,0,0,0,0,0
9,1,270,16290,0,9,648,0
9,2,8,588,0,269,16230,0
9,fffffffe,0,0,0,0,0,0
000000000000001b,1,27082584,2004106845,0,477,46321,0
000000000000001b,2,11,768,0,267,16110,0
000000000000001b,3,473,46081,0,27082582,2004106725,0
000000000000001b,fffffffe,0,0,0,0,0,0
000000000000000f,1,270,16290,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
6,1,27082589,2004107145,0,480,46501,0
6,2,10,738,0,269,16230,0
6,3,13,888,0,274,16530,0
6,4,478,46381,0,27082589,2004107145,0
6,fffffffe,0,0,0,0,0,0
000000000000000b,1,276,16650,0,12,828,0
000000000000000b,2,11,768,0,272,16410,0
000000000000000b,3,11,768,0,274,16530,0
000000000000000b,fffffffe,0,0,0,0,0,0
3,1,278,16788,0,14,930,0
3,2,492,47605,0,27704355,2050117695,0
3,3,11,768,0,276,16650,0
3,4,272,16410,0,11,768,0
3,5,27704083,2050101375,0,753,63265,0
3,6,6,468,0,273,16470,0
3,fffffffe,0,0,0,0,0,0
14,1,276,16680,0,7,528,0
14,fffffffe,0,0,0,0,0,0
6,1,27704355,2050117695,0,492,47605,0
6,2,10,738,0,274,16530,0
6,3,13,888,0,279,16830,0
6,4,490,47485,0,27704355,2050117695,0
6,fffffffe,0,0,0,0,0,0
15,1,274,16530,0,8,588,0
15,2,8,588,0,272,16410,0
15,fffffffe,0,0,0,0,0,0
000000000000000a,1,27704355,2050117695,0,490,47485,0
000000000000000a,2,491,47575,0,27704350,2050117395,0
000000000000000a,3,11,768,0,275,16590,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000000e,1,277,16720,0,8,588,0
000000000000000e,2,7,528,0,275,16590,0
000000000000000e,fffffffe,0,0,0,0,0,0
10,1,274,16530,0,10,708,0
10,2,8,588,0,273,16480,0
10,fffffffe,0,0,0,0,0,0
000000000000000c,1,274,16530,0,11,768,0
000000000000000c,2,14,958,0,276,16650,0
000000000000000c,fffffffe,0,0,0,0,0,0
18,1,9,648,0,274,16530,0
18,2,273,16470,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000001a,1,27704350,2050117395,0,491,47575,0
000000000000001a,2,489,47425,0,27704350,2050117395,0
000000000000001a,fffffffe,0,0,0,0,0,0
8,1,279,16830,0,13,888,0
8,2,273,16470,0,8,588,0
8,3,9,648,0,275,16590,0
8,fffffffe,0,0,0,0,0,0
000000000000001b,1,27704350,2050117395,0,489,47425,0
000000000000001b,2,11,768,0,272,16410,0
000000000000001b,3,485,47185,0,27704348,2050117275,0
000000000000001b,fffffffe,0,0,0,0,0,0
11,1,273,16480,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000001c,1,272,16410,0,11,768,0
000000000000001c,2,8,588,0,273,16470,0
000000000000001c,fffffffe,0,0,0,0,0,0
000000000000000f,1,275,16590,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
17,1,274,16530,0,9,648,0
17,2,12,828,0,274,16530,0
17,fffffffe,0,0,0,0,0,0
9,1,275,16590,0,9,648,0
9,2,8,588,0,274,16530,0
9,fffffffe,0,0,0,0,0,0
16,1,272,16410,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000001d,1,273,16470,0,8,588,0
000000000000001d,2,274,16530,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
2,1,279,16848,0,15,990,0
2,2,14,930,0,278,16788,0
2,fffffffe,0,0,0,0,0,0
1,1,15,990,0,279,16848,0
1,2,12,828,0,276,16650,0
1,fffffffe,0,0,0,0,0,0
000000000000000d,1,276,16650,0,14,958,0
000000000000000d,2,10,708,0,274,16530,0
000000000000000d,3,8,588,0,277,16720,0
000000000000000d,fffffffe,0,0,0,0,0,0
4,1,276,16650,0,11,768,0
4,2,11,768,0,274,16530,0
4,3,8,588,0,273,16470,0
4,fffffffe,0,0,0,0,0,0
13,1,276,16680,0,7,528,0
13,fffffffe,0,0,0,0,0,0
19,1,10,708,0,273,16470,0
19,2,275,16590,0,11,768,0
19,fffffffe,0,0,0,0,0,0
7,1,274,16530,0,11,768,0
7,2,274,16530,0,10,738,0
7,3,7,528,0,276,16680,0
7,4,7,528,0,276,16680,0
7,5,7,528,0,276,16680,0
7,fffffffe,0,0,0,0,0,0
12,1,276,16680,0,7,528,0
12,fffffffe,0,0,0,0,0,0
5,1,273,16470,0,8,588,0
5,2,8,588,0,273,16470,0
5,fffffffe,0,0,0,0,0,0
000000000000001d,1,278,16770,0,8,588,0
000000000000001d,2,279,16830,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
1,1,15,990,0,284,17148,0
1,2,12,828,0,281,16950,0
1,fffffffe,0,0,0,0,0,0
10,1,279,16830,0,10,708,0
10,2,8,588,0,278,16780,0
10,fffffffe,0,0,0,0,0,0
12,1,281,16980,0,7,528,0
12,fffffffe,0,0,0,0,0,0
000000000000000e,1,282,17020,0,8,588,0
000000000000000e,2,7,528,0,280,16890,0
000000000000000e,fffffffe,0,0,0,0,0,0
2,1,284,17148,0,15,990,0
2,2,14,930,0,283,17088,0
2,fffffffe,0,0,0,0,0,0
19,1,10,708,0,278,16770,0
19,2,280,16890,0,11,768,0
19,fffffffe,0,0,0,0,0,0
3,1,283,17088,0,14,930,0
3,2,502,48625,0,28356367,2098366513,0
3,3,11,768,0,281,16950,0
3,4,277,16710,0,11,768,0
3,5,28356090,2098349893,0,768,64585,0
3,6,6,468,0,278,16770,0
3,fffffffe,0,0,0,0,0,0
11,1,278,16780,0,8,588,0
11,fffffffe,0,0,0,0,0,0
7,1,279,16830,0,11,768,0
7,2,279,16830,0,10,738,0
7,3,7,528,0,281,16980,0
7,4,7,528,0,281,16980,0
7,5,7,528,0,281,16980,0
7,fffffffe,0,0,0,0,0,0
18,1,9,648,0,279,16830,0
18,2,278,16770,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000001a,1,28356362,2098366213,0,501,48595,0
000000000000001a,2,499,48445,0,28356362,2098366213,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000001c,1,277,16710,0,11,768,0
000000000000001c,2,8,588,0,278,16770,0
000000000000001c,fffffffe,0,0,0,0,0,0
14,1,281,16980,0,7,528,0
14,fffffffe,0,0,0,0,0,0
17,1,279,16830,0,9,648,0
17,2,12,828,0,279,16830,0
17,fffffffe,0,0,0,0,0,0
000000000000001b,1,28356362,2098366213,0,499,48445,0
000000000000001b,2,11,768,0,277,16710,0
000000000000001b,3,495,48205,0,28356360,2098366093,0
000000000000001b,fffffffe,0,0,0,0,0,0
8,1,284,17130,0,13,888,0
8,2,278,16770,0,8,588,0
8,3,9,648,0,280,16890,0
8,fffffffe,0,0,0,0,0,0
4,1,281,16950,0,11,768,0
4,2,11,768,0,279,16830,0
4,3,8,588,0,278,16770,0
4,fffffffe,0,0,0,0,0,0
6,1,28356367,2098366513,0,502,48625,0
6,2,10,738,0,279,16830,0
6,3,13,888,0,284,17130,0
6,4,500,48505,0,28356367,2098366513,0
6,fffffffe,0,0,0,0,0,0
9,1,280,16890,0,9,648,0
9,2,8,588,0,279,16830,0
9,fffffffe,0,0,0,0,0,0
13,1,281,16980,0,7,528,0
13,fffffffe,0,0,0,0,0,0
000000000000000d,1,281,16950,0,14,958,0
000000000000000d,2,10,708,0,279,16830,0
000000000000000d,3,8,588,0,282,17020,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000000b,1,281,16950,0,12,828,0
000000000000000b,2,11,768,0,277,16710,0
000000000000000b,3,11,768,0,279,16830,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000000c,1,279,16830,0,11,768,0
000000000000000c,2,14,958,0,281,16950,0
000000000000000c,fffffffe,0,0,0,0,0,0
000000000000000f,1,280,16890,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
5,1,278,16770,0,8,588,0
5,2,8,588,0,278,16770,0
5,fffffffe,0,0,0,0,0,0
15,1,279,16830,0,8,588,0
15,2,8,588,0,277,16710,0
15,fffffffe,0,0,0,0,0,0
000000000000000a,1,28356367,2098366513,0,500,48505,0
000000000000000a,2,501,48595,0,28356362,2098366213,0
000000000000000a,3,11,768,0,280,16890,0
000000000000000a,fffffffe,0,0,0,0,0,0
16,1,277,16710,0,8,588,0
16,fffffffe,0,0,0,0,0,0
18,1,9,648,0,284,17130,0
18,2,283,17070,0,10,708,0
18,fffffffe,0,0,0,0,0,0
000000000000000e,1,287,17320,0,8,588,0
000000000000000e,2,7,528,0,285,17190,0
000000000000000e,fffffffe,0,0,0,0,0,0
7,1,284,17130,0,11,768,0
7,2,284,17130,0,10,738,0
7,3,7,528,0,286,17280,0
7,4,7,528,0,286,17280,0
7,5,7,528,0,286,17280,0
7,fffffffe,0,0,0,0,0,0
000000000000001d,1,283,17070,0,8,588,0
000000000000001d,2,284,17130,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
2,1,289,17448,0,15,990,0
2,2,14,930,0,288,17388,0
2,fffffffe,0,0,0,0,0,0
1,1,15,990,0,289,17448,0
1,2,12,828,0,286,17250,0
1,fffffffe,0,0,0,0,0,0
19,1,10,708,0,283,17070,0
19,2,285,17190,0,11,768,0
19,fffffffe,0,0,0,0,0,0
17,1,284,17130,0,9,648,0
17,2,12,828,0,284,17130,0
17,fffffffe,0,0,0,0,0,0
16,1,282,17010,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000d,1,286,17250,0,14,958,0
000000000000000d,2,10,708,0,284,17130,0
000000000000000d,3,8,588,0,287,17320,0
000000000000000d,fffffffe,0,0,0,0,0,0
4,1,286,17250,0,11,768,0
4,2,11,768,0,284,17130,0
4,3,8,588,0,283,17070,0
4,fffffffe,0,0,0,0,0,0
9,1,285,17190,0,9,648,0
9,2,8,588,0,284,17130,0
9,fffffffe,0,0,0,0,0,0
000000000000001c,1,282,17010,0,11,768,0
000000000000001c,2,8,588,0,283,17070,0
000000000000001c,fffffffe,0,0,0,0,0,0
5,1,283,17070,0,8,588,0
5,2,8,588,0,283,17070,0
5,fffffffe,0,0,0,0,0,0
000000000000000f,1,285,17190,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
12,1,286,17280,0,7,528,0
12,fffffffe,0,0,0,0,0,0
10,1,284,17130,0,10,708,0
10,2,8,588,0,283,17080,0
10,fffffffe,0,0,0,0,0,0
000000000000000a,1,28993841,2145539487,0,511,49567,0
000000000000000a,2,512,49657,0,28993836,2145539187,0
000000000000000a,3,11,768,0,285,17190,0
000000000000000a,fffffffe,0,0,0,0,0,0
13,1,286,17280,0,7,528,0
13,fffffffe,0,0,0,0,0,0
11,1,283,17080,0,8,588,0
11,fffffffe,0,0,0,0,0,0
14,1,286,17280,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000001a,1,28993836,2145539187,0,512,49657,0
000000000000001a,2,510,49507,0,28993836,2145539187,0
