@relation monitor-ddos-port-attack-stats

@attribute datapath string
@attribute port string
@attribute rx-pkts numeric
@attribute rx-bytes numeric
@attribute rx-error numeric
@attribute tx-pkts numeric
@attribute tx-bytes numeric
@attribute tx-error numeric

@data
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000b,1,286,17250,0,12,828,0
000000000000000b,2,11,768,0,282,17010,0
000000000000000b,3,11,768,0,284,17130,0
000000000000000b,fffffffe,0,0,0,0,0,0
6,1,28993841,2145539487,0,513,49687,0
6,2,10,738,0,284,17130,0
6,3,13,888,0,289,17430,0
6,4,511,49567,0,28993841,2145539487,0
6,fffffffe,0,0,0,0,0,0
3,1,288,17388,0,14,930,0
3,2,513,49687,0,28993841,2145539487,0
3,3,11,768,0,286,17250,0
3,4,282,17010,0,11,768,0
3,5,28993559,2145522567,0,784,65947,0
3,6,6,468,0,283,17070,0
3,fffffffe,0,0,0,0,0,0
000000000000000c,1,284,17130,0,11,768,0
000000000000000c,2,14,958,0,286,17250,0
000000000000000c,fffffffe,0,0,0,0,0,0
15,1,284,17130,0,8,588,0
15,2,8,588,0,282,17010,0
15,fffffffe,0,0,0,0,0,0
8,1,289,17430,0,13,888,0
8,2,283,17070,0,8,588,0
8,3,9,648,0,285,17190,0
8,fffffffe,0,0,0,0,0,0
000000000000001b,1,28993836,2145539187,0,510,49507,0
000000000000001b,2,11,768,0,282,17010,0
000000000000001b,3,506,49267,0,28993834,2145539067,0
000000000000001b,fffffffe,0,0,0,0,0,0
8,1,294,17730,0,13,888,0
8,2,288,17370,0,8,588,0
8,3,9,648,0,290,17490,0
8,fffffffe,0,0,0,0,0,0
000000000000000b,1,291,17550,0,12,828,0
000000000000000b,2,11,768,0,287,17310,0
000000000000000b,3,11,768,0,289,17430,0
000000000000000b,fffffffe,0,0,0,0,0,0
6,1,29617276,2191673575,0,524,50749,0
6,2,10,738,0,289,17430,0
6,3,13,888,0,294,17730,0
6,4,522,50629,0,29617276,2191673575,0
6,fffffffe,0,0,0,0,0,0
5,1,288,17370,0,8,588,0
5,2,8,588,0,288,17370,0
5,fffffffe,0,0,0,0,0,0
12,1,291,17580,0,7,528,0
12,fffffffe,0,0,0,0,0,0
1,1,15,990,0,294,17748,0
1,2,12,828,0,291,17550,0
1,fffffffe,0,0,0,0,0,0
19,1,10,708,0,288,17370,0
19,2,290,17490,0,11,768,0
19,fffffffe,0,0,0,0,0,0
000000000000001b,1,29617387,2191681859,0,521,50569,0
000000000000001b,2,11,768,0,287,17310,0
000000000000001b,3,517,50329,0,29617385,2191681739,0
000000000000001b,fffffffe,0,0,0,0,0,0
14,1,291,17580,0,7,528,0
14,fffffffe,0,0,0,0,0,0
11,1,288,17380,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000001c,1,287,17310,0,11,768,0
000000000000001c,2,8,588,0,288,17370,0
000000000000001c,fffffffe,0,0,0,0,0,0
17,1,289,17430,0,9,648,0
17,2,12,828,0,289,17430,0
17,fffffffe,0,0,0,0,0,0
000000000000000c,1,289,17430,0,11,768,0
000000000000000c,2,14,958,0,291,17550,0
000000000000000c,fffffffe,0,0,0,0,0,0
9,1,290,17490,0,9,648,0
9,2,8,588,0,289,17430,0
9,fffffffe,0,0,0,0,0,0
000000000000000a,1,29617276,2191673575,0,522,50629,0
000000000000000a,2,523,50719,0,29617271,2191673275,0
000000000000000a,3,11,768,0,290,17490,0
000000000000000a,fffffffe,0,0,0,0,0,0
15,1,289,17430,0,8,588,0
15,2,8,588,0,287,17310,0
15,fffffffe,0,0,0,0,0,0
10,1,289,17430,0,10,708,0
10,2,8,588,0,288,17380,0
10,fffffffe,0,0,0,0,0,0
7,1,289,17430,0,11,768,0
7,2,289,17430,0,10,738,0
7,3,7,528,0,291,17580,0
7,4,7,528,0,291,17580,0
7,5,7,528,0,291,17580,0
7,fffffffe,0,0,0,0,0,0
3,1,293,17688,0,14,930,0
3,2,524,50749,0,29617276,2191673575,0
3,3,11,768,0,291,17550,0
3,4,287,17310,0,11,768,0
3,5,29616989,2191656355,0,800,67309,0
3,6,6,468,0,288,17370,0
3,fffffffe,0,0,0,0,0,0
13,1,291,17580,0,7,528,0
13,fffffffe,0,0,0,0,0,0
16,1,287,17310,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000001a,1,29617271,2191673275,0,523,50719,0
000000000000001a,2,521,50569,0,29617271,2191673275,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000000d,1,291,17550,0,14,958,0
000000000000000d,2,10,708,0,289,17430,0
000000000000000d,3,8,588,0,292,17620,0
000000000000000d,fffffffe,0,0,0,0,0,0
18,1,9,648,0,289,17430,0
18,2,288,17370,0,10,708,0
18,fffffffe,0,0,0,0,0,0
4,1,291,17550,0,11,768,0
4,2,11,768,0,289,17430,0
4,3,8,588,0,288,17370,0
4,fffffffe,0,0,0,0,0,0
000000000000000e,1,292,17620,0,8,588,0
000000000000000e,2,7,528,0,290,17490,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001d,1,288,17370,0,8,588,0
000000000000001d,2,289,17430,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
2,1,294,17748,0,15,990,0
2,2,14,930,0,293,17688,0
2,fffffffe,0,0,0,0,0,0
000000000000000f,1,290,17490,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
000000000000000d,1,296,17850,0,14,958,0
000000000000000d,2,10,708,0,294,17730,0
000000000000000d,3,8,588,0,297,17920,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000000b,1,296,17850,0,12,828,0
000000000000000b,2,11,768,0,292,17610,0
000000000000000b,3,11,768,0,294,17730,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000000a,1,30266290,2239700509,0,533,51691,0
000000000000000a,2,534,51781,0,30266285,2239700209,0
000000000000000a,3,11,768,0,295,17790,0
000000000000000a,fffffffe,0,0,0,0,0,0
13,1,296,17880,0,7,528,0
13,fffffffe,0,0,0,0,0,0
17,1,294,17730,0,9,648,0
17,2,12,828,0,294,17730,0
17,fffffffe,0,0,0,0,0,0
000000000000001d,1,293,17670,0,8,588,0
000000000000001d,2,294,17730,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
16,1,292,17610,0,8,588,0
16,fffffffe,0,0,0,0,0,0
6,1,30266290,2239700509,0,535,51811,0
6,2,10,738,0,294,17730,0
6,3,13,888,0,299,18030,0
6,4,533,51691,0,30266290,2239700509,0
6,fffffffe,0,0,0,0,0,0
10,1,294,17730,0,10,708,0
10,2,8,588,0,293,17680,0
10,fffffffe,0,0,0,0,0,0
2,1,299,18048,0,15,990,0
2,2,14,930,0,298,17988,0
2,fffffffe,0,0,0,0,0,0
1,1,15,990,0,299,18048,0
1,2,12,828,0,296,17850,0
1,fffffffe,0,0,0,0,0,0
5,1,293,17670,0,8,588,0
5,2,8,588,0,293,17670,0
5,fffffffe,0,0,0,0,0,0
000000000000000f,1,295,17790,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
9,1,295,17790,0,9,648,0
9,2,8,588,0,294,17730,0
9,fffffffe,0,0,0,0,0,0
3,1,298,17988,0,14,930,0
3,2,535,51811,0,30266290,2239700509,0
3,3,11,768,0,296,17850,0
3,4,292,17610,0,11,768,0
3,5,30265998,2239682989,0,816,68671,0
3,6,6,468,0,293,17670,0
3,fffffffe,0,0,0,0,0,0
000000000000001a,1,30266285,2239700209,0,534,51781,0
000000000000001a,2,532,51631,0,30266285,2239700209,0
000000000000001a,fffffffe,0,0,0,0,0,0
11,1,293,17680,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000001c,1,292,17610,0,11,768,0
000000000000001c,2,8,588,0,293,17670,0
000000000000001c,fffffffe,0,0,0,0,0,0
000000000000000e,1,297,17920,0,8,588,0
000000000000000e,2,7,528,0,295,17790,0
000000000000000e,fffffffe,0,0,0,0,0,0
15,1,294,17730,0,8,588,0
15,2,8,588,0,292,17610,0
15,fffffffe,0,0,0,0,0,0
000000000000000c,1,294,17730,0,11,768,0
000000000000000c,2,14,958,0,296,17850,0
000000000000000c,fffffffe,0,0,0,0,0,0
7,1,294,17730,0,11,768,0
7,2,294,17730,0,10,738,0
7,3,7,528,0,296,17880,0
7,4,7,528,0,296,17880,0
7,5,7,528,0,296,17880,0
7,fffffffe,0,0,0,0,0,0
12,1,296,17880,0,7,528,0
12,fffffffe,0,0,0,0,0,0
18,1,9,648,0,294,17730,0
18,2,293,17670,0,10,708,0
18,fffffffe,0,0,0,0,0,0
4,1,296,17850,0,11,768,0
4,2,11,768,0,294,17730,0
4,3,8,588,0,293,17670,0
4,fffffffe,0,0,0,0,0,0
8,1,299,18030,0,13,888,0
8,2,293,17670,0,8,588,0
8,3,9,648,0,295,17790,0
8,fffffffe,0,0,0,0,0,0
000000000000001b,1,30266285,2239700209,0,532,51631,0
000000000000001b,2,11,768,0,292,17610,0
000000000000001b,3,528,51391,0,30266283,2239700089,0
000000000000001b,fffffffe,0,0,0,0,0,0
19,1,10,708,0,293,17670,0
19,2,295,17790,0,11,768,0
19,fffffffe,0,0,0,0,0,0
14,1,296,17880,0,7,528,0
14,fffffffe,0,0,0,0,0,0
11,1,298,17980,0,8,588,0
11,fffffffe,0,0,0,0,0,0
3,1,303,18288,0,14,930,0
3,2,545,52831,0,30910712,2287387667,0
3,3,11,768,0,301,18150,0
3,4,297,17910,0,11,768,0
3,5,30910415,2287369847,0,831,69991,0
3,6,6,468,0,298,17970,0
3,fffffffe,0,0,0,0,0,0
17,1,299,18030,0,9,648,0
17,2,12,828,0,299,18030,0
17,fffffffe,0,0,0,0,0,0
000000000000001c,1,297,17910,0,11,768,0
000000000000001c,2,8,588,0,298,17970,0
000000000000001c,fffffffe,0,0,0,0,0,0
10,1,299,18030,0,10,708,0
10,2,8,588,0,298,17980,0
10,fffffffe,0,0,0,0,0,0
4,1,301,18150,0,11,768,0
4,2,11,768,0,299,18030,0
4,3,8,588,0,298,17970,0
4,fffffffe,0,0,0,0,0,0
16,1,297,17910,0,8,588,0
16,fffffffe,0,0,0,0,0,0
5,1,298,17970,0,8,588,0
5,2,8,588,0,298,17970,0
5,fffffffe,0,0,0,0,0,0
19,1,10,708,0,298,17970,0
19,2,300,18090,0,11,768,0
19,fffffffe,0,0,0,0,0,0
7,1,299,18030,0,11,768,0
7,2,299,18030,0,10,738,0
7,3,7,528,0,301,18180,0
7,4,7,528,0,301,18180,0
7,5,7,528,0,301,18180,0
7,fffffffe,0,0,0,0,0,0
2,1,304,18348,0,15,990,0
2,2,14,930,0,303,18288,0
2,fffffffe,0,0,0,0,0,0
000000000000000a,1,30910712,2287387667,0,543,52711,0
000000000000000a,2,544,52801,0,30910707,2287387367,0
000000000000000a,3,11,768,0,300,18090,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000000d,1,301,18150,0,14,958,0
000000000000000d,2,10,708,0,299,18030,0
000000000000000d,3,8,588,0,302,18220,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000001b,1,30910707,2287387367,0,542,52651,0
000000000000001b,2,11,768,0,297,17910,0
000000000000001b,3,538,52411,0,30910705,2287387247,0
000000000000001b,fffffffe,0,0,0,0,0,0
12,1,301,18180,0,7,528,0
12,fffffffe,0,0,0,0,0,0
000000000000000c,1,299,18030,0,11,768,0
000000000000000c,2,14,958,0,301,18150,0
000000000000000c,fffffffe,0,0,0,0,0,0
15,1,299,18030,0,8,588,0
15,2,8,588,0,297,17910,0
15,fffffffe,0,0,0,0,0,0
1,1,15,990,0,304,18348,0
1,2,12,828,0,301,18150,0
1,fffffffe,0,0,0,0,0,0
000000000000000f,1,300,18090,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
000000000000000e,1,302,18220,0,8,588,0
000000000000000e,2,7,528,0,300,18090,0
000000000000000e,fffffffe,0,0,0,0,0,0
13,1,301,18180,0,7,528,0
13,fffffffe,0,0,0,0,0,0
14,1,301,18180,0,7,528,0
14,fffffffe,0,0,0,0,0,0
8,1,304,18330,0,13,888,0
8,2,298,17970,0,8,588,0
8,3,9,648,0,300,18090,0
8,fffffffe,0,0,0,0,0,0
000000000000001d,1,298,17970,0,8,588,0
000000000000001d,2,299,18030,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
6,1,30910712,2287387667,0,545,52831,0
6,2,10,738,0,299,18030,0
6,3,13,888,0,304,18330,0
6,4,543,52711,0,30910712,2287387667,0
6,fffffffe,0,0,0,0,0,0
000000000000000b,1,301,18150,0,12,828,0
000000000000000b,2,11,768,0,297,17910,0
000000000000000b,3,11,768,0,299,18030,0
000000000000000b,fffffffe,0,0,0,0,0,0
000000000000001a,1,30910707,2287387367,0,544,52801,0
000000000000001a,2,542,52651,0,30910707,2287387367,0
000000000000001a,fffffffe,0,0,0,0,0,0
9,1,300,18090,0,9,648,0
9,2,8,588,0,299,18030,0
9,fffffffe,0,0,0,0,0,0
18,1,9,648,0,299,18030,0
18,2,298,17970,0,10,708,0
18,fffffffe,0,0,0,0,0,0
7,1,304,18330,0,11,768,0
7,2,304,18330,0,10,738,0
7,3,7,528,0,306,18480,0
7,4,7,528,0,306,18480,0
7,5,7,528,0,306,18480,0
7,fffffffe,0,0,0,0,0,0
000000000000000c,1,304,18330,0,11,768,0
000000000000000c,2,14,958,0,306,18450,0
000000000000000c,fffffffe,0,0,0,0,0,0
18,1,9,648,0,304,18330,0
18,2,303,18270,0,10,708,0
18,fffffffe,0,0,0,0,0,0
1,1,15,990,0,309,18648,0
1,2,12,828,0,306,18450,0
1,fffffffe,0,0,0,0,0,0
000000000000001d,1,303,18270,0,8,588,0
000000000000001d,2,304,18330,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
17,1,304,18330,0,9,648,0
17,2,12,828,0,304,18330,0
17,fffffffe,0,0,0,0,0,0
000000000000001b,1,31559883,2335426257,0,554,53755,0
000000000000001b,2,11,768,0,302,18210,0
000000000000001b,3,550,53515,0,31559881,2335426137,0
000000000000001b,fffffffe,0,0,0,0,0,0
3,1,308,18588,0,14,930,0
3,2,557,53935,0,31559888,2335426557,0
3,3,11,768,0,306,18450,0
3,4,302,18210,0,11,768,0
3,5,31559586,2335408437,0,848,71395,0
3,6,6,468,0,303,18270,0
3,fffffffe,0,0,0,0,0,0
19,1,10,708,0,303,18270,0
19,2,305,18390,0,11,768,0
19,fffffffe,0,0,0,0,0,0
12,1,306,18480,0,7,528,0
12,fffffffe,0,0,0,0,0,0
000000000000001a,1,31559883,2335426257,0,556,53905,0
000000000000001a,2,554,53755,0,31559883,2335426257,0
000000000000001a,fffffffe,0,0,0,0,0,0
10,1,304,18330,0,10,708,0
10,2,8,588,0,303,18280,0
10,fffffffe,0,0,0,0,0,0
000000000000000a,1,31559888,2335426557,0,555,53815,0
000000000000000a,2,556,53905,0,31559883,2335426257,0
000000000000000a,3,11,768,0,305,18390,0
000000000000000a,fffffffe,0,0,0,0,0,0
13,1,306,18480,0,7,528,0
13,fffffffe,0,0,0,0,0,0
8,1,309,18630,0,13,888,0
8,2,303,18270,0,8,588,0
8,3,9,648,0,305,18390,0
8,fffffffe,0,0,0,0,0,0
6,1,31559888,2335426557,0,557,53935,0
6,2,10,738,0,304,18330,0
6,3,13,888,0,309,18630,0
6,4,555,53815,0,31559888,2335426557,0
6,fffffffe,0,0,0,0,0,0
5,1,303,18270,0,8,588,0
5,2,8,588,0,303,18270,0
5,fffffffe,0,0,0,0,0,0
000000000000000b,1,306,18450,0,12,828,0
000000000000000b,2,11,768,0,302,18210,0
000000000000000b,3,11,768,0,304,18330,0
000000000000000b,fffffffe,0,0,0,0,0,0
16,1,302,18210,0,8,588,0
16,fffffffe,0,0,0,0,0,0
11,1,303,18280,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000f,1,305,18390,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
2,1,309,18648,0,15,990,0
2,2,14,930,0,308,18588,0
2,fffffffe,0,0,0,0,0,0
000000000000000d,1,306,18450,0,14,958,0
000000000000000d,2,10,708,0,304,18330,0
000000000000000d,3,8,588,0,307,18520,0
000000000000000d,fffffffe,0,0,0,0,0,0
4,1,306,18450,0,11,768,0
4,2,11,768,0,304,18330,0
4,3,8,588,0,303,18270,0
4,fffffffe,0,0,0,0,0,0
000000000000001c,1,302,18210,0,11,768,0
000000000000001c,2,8,588,0,303,18270,0
000000000000001c,fffffffe,0,0,0,0,0,0
14,1,306,18480,0,7,528,0
14,fffffffe,0,0,0,0,0,0
15,1,304,18330,0,8,588,0
15,2,8,588,0,302,18210,0
15,fffffffe,0,0,0,0,0,0
9,1,305,18390,0,9,648,0
9,2,8,588,0,304,18330,0
9,fffffffe,0,0,0,0,0,0
000000000000000e,1,307,18520,0,8,588,0
000000000000000e,2,7,528,0,305,18390,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001d,1,308,18570,0,8,588,0
000000000000001d,2,309,18630,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
17,1,309,18630,0,9,648,0
17,2,12,828,0,309,18630,0
17,fffffffe,0,0,0,0,0,0
15,1,309,18630,0,8,588,0
15,2,8,588,0,307,18510,0
15,fffffffe,0,0,0,0,0,0
000000000000000b,1,311,18750,0,12,828,0
000000000000000b,2,11,768,0,307,18510,0
000000000000000b,3,11,768,0,309,18630,0
000000000000000b,fffffffe,0,0,0,0,0,0
8,1,314,18930,0,13,888,0
8,2,308,18570,0,8,588,0
8,3,9,648,0,310,18690,0
8,fffffffe,0,0,0,0,0,0
5,1,308,18570,0,8,588,0
5,2,8,588,0,308,18570,0
5,fffffffe,0,0,0,0,0,0
3,1,313,18888,0,14,930,0
3,2,567,54955,0,32191511,2382166589,0
3,3,11,768,0,311,18750,0
3,4,307,18510,0,11,768,0
3,5,32191204,2382148169,0,863,72715,0
3,6,6,468,0,308,18570,0
3,fffffffe,0,0,0,0,0,0
2,1,314,18948,0,15,990,0
2,2,14,930,0,313,18888,0
2,fffffffe,0,0,0,0,0,0
7,1,309,18630,0,11,768,0
7,2,309,18630,0,10,738,0
7,3,7,528,0,311,18780,0
7,4,7,528,0,311,18780,0
7,5,7,528,0,311,18780,0
7,fffffffe,0,0,0,0,0,0
19,1,10,708,0,308,18570,0
19,2,310,18690,0,11,768,0
19,fffffffe,0,0,0,0,0,0
12,1,311,18780,0,7,528,0
12,fffffffe,0,0,0,0,0,0
11,1,308,18580,0,8,588,0
11,fffffffe,0,0,0,0,0,0
000000000000000c,1,309,18630,0,11,768,0
000000000000000c,2,14,958,0,311,18750,0
000000000000000c,fffffffe,0,0,0,0,0,0
9,1,310,18690,0,9,648,0
9,2,8,588,0,309,18630,0
9,fffffffe,0,0,0,0,0,0
000000000000000a,1,32191511,2382166589,0,565,54835,0
000000000000000a,2,566,54925,0,32191506,2382166289,0
000000000000000a,3,11,768,0,310,18690,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000000d,1,311,18750,0,14,958,0
000000000000000d,2,10,708,0,309,18630,0
000000000000000d,3,8,588,0,312,18820,0
000000000000000d,fffffffe,0,0,0,0,0,0
16,1,307,18510,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000f,1,310,18690,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
000000000000001c,1,307,18510,0,11,768,0
000000000000001c,2,8,588,0,308,18570,0
000000000000001c,fffffffe,0,0,0,0,0,0
10,1,309,18630,0,10,708,0
10,2,8,588,0,308,18580,0
10,fffffffe,0,0,0,0,0,0
000000000000000e,1,312,18820,0,8,588,0
000000000000000e,2,7,528,0,310,18690,0
000000000000000e,fffffffe,0,0,0,0,0,0
14,1,311,18780,0,7,528,0
14,fffffffe,0,0,0,0,0,0
13,1,311,18780,0,7,528,0
13,fffffffe,0,0,0,0,0,0
1,1,15,990,0,314,18948,0
1,2,12,828,0,311,18750,0
1,fffffffe,0,0,0,0,0,0
18,1,9,648,0,309,18630,0
18,2,308,18570,0,10,708,0
18,fffffffe,0,0,0,0,0,0
4,1,311,18750,0,11,768,0
4,2,11,768,0,309,18630,0
4,3,8,588,0,308,18570,0
4,fffffffe,0,0,0,0,0,0
000000000000001a,1,32191506,2382166289,0,566,54925,0
000000000000001a,2,564,54775,0,32191506,2382166289,0
000000000000001a,fffffffe,0,0,0,0,0,0
000000000000001b,1,32191506,2382166289,0,564,54775,0
000000000000001b,2,11,768,0,307,18510,0
000000000000001b,3,560,54535,0,32191504,2382166169,0
000000000000001b,fffffffe,0,0,0,0,0,0
6,1,32191511,2382166589,0,567,54955,0
6,2,10,738,0,309,18630,0
6,3,13,888,0,314,18930,0
6,4,565,54835,0,32191511,2382166589,0
6,fffffffe,0,0,0,0,0,0
000000000000000e,1,317,19120,0,8,588,0
000000000000000e,2,7,528,0,315,18990,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001a,1,32832508,2429600335,0,577,55987,0
000000000000001a,2,575,55837,0,32832508,2429600335,0
000000000000001a,fffffffe,0,0,0,0,0,0
4,1,316,19050,0,11,768,0
4,2,11,768,0,314,18930,0
4,3,8,588,0,313,18870,0
4,fffffffe,0,0,0,0,0,0
16,1,312,18810,0,8,588,0
16,fffffffe,0,0,0,0,0,0
11,1,313,18880,0,8,588,0
11,fffffffe,0,0,0,0,0,0
17,1,314,18930,0,9,648,0
17,2,12,828,0,314,18930,0
17,fffffffe,0,0,0,0,0,0
000000000000000f,1,315,18990,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
000000000000000b,1,316,19050,0,12,828,0
000000000000000b,2,11,768,0,312,18810,0
000000000000000b,3,11,768,0,314,18930,0
000000000000000b,fffffffe,0,0,0,0,0,0
6,1,32832513,2429600635,0,578,56017,0
6,2,10,738,0,314,18930,0
6,3,13,888,0,319,19230,0
6,4,576,55897,0,32832513,2429600635,0
6,fffffffe,0,0,0,0,0,0
000000000000000c,1,314,18930,0,11,768,0
000000000000000c,2,14,958,0,316,19050,0
000000000000000c,fffffffe,0,0,0,0,0,0
000000000000000d,1,316,19050,0,14,958,0
000000000000000d,2,10,708,0,314,18930,0
000000000000000d,3,8,588,0,317,19120,0
000000000000000d,fffffffe,0,0,0,0,0,0
12,1,316,19080,0,7,528,0
12,fffffffe,0,0,0,0,0,0
8,1,319,19230,0,13,888,0
8,2,313,18870,0,8,588,0
8,3,9,648,0,315,18990,0
8,fffffffe,0,0,0,0,0,0
19,1,10,708,0,313,18870,0
19,2,315,18990,0,11,768,0
19,fffffffe,0,0,0,0,0,0
14,1,316,19080,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000001b,1,32832508,2429600335,0,575,55837,0
000000000000001b,2,11,768,0,312,18810,0
000000000000001b,3,571,55597,0,32832506,2429600215,0
000000000000001b,fffffffe,0,0,0,0,0,0
2,1,319,19248,0,15,990,0
2,2,14,930,0,318,19188,0
2,fffffffe,0,0,0,0,0,0
000000000000000a,1,32832513,2429600635,0,576,55897,0
000000000000000a,2,577,55987,0,32832508,2429600335,0
000000000000000a,3,11,768,0,315,18990,0
000000000000000a,fffffffe,0,0,0,0,0,0
15,1,314,18930,0,8,588,0
15,2,8,588,0,312,18810,0
15,fffffffe,0,0,0,0,0,0
10,1,314,18930,0,10,708,0
10,2,8,588,0,313,18880,0
10,fffffffe,0,0,0,0,0,0
000000000000001d,1,313,18870,0,8,588,0
000000000000001d,2,314,18930,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
7,1,314,18930,0,11,768,0
7,2,314,18930,0,10,738,0
7,3,7,528,0,316,19080,0
7,4,7,528,0,316,19080,0
7,5,7,528,0,316,19080,0
7,fffffffe,0,0,0,0,0,0
5,1,313,18870,0,8,588,0
5,2,8,588,0,313,18870,0
5,fffffffe,0,0,0,0,0,0
3,1,318,19188,0,14,930,0
3,2,578,56017,0,32832513,2429600635,0
3,3,11,768,0,316,19050,0
3,4,312,18810,0,11,768,0
3,5,32832201,2429581915,0,879,74077,0
3,6,6,468,0,313,18870,0
3,fffffffe,0,0,0,0,0,0
1,1,15,990,0,319,19248,0
1,2,12,828,0,316,19050,0
1,fffffffe,0,0,0,0,0,0
000000000000001c,1,312,18810,0,11,768,0
000000000000001c,2,8,588,0,313,18870,0
000000000000001c,fffffffe,0,0,0,0,0,0
9,1,315,18990,0,9,648,0
9,2,8,588,0,314,18930,0
9,fffffffe,0,0,0,0,0,0
18,1,9,648,0,314,18930,0
18,2,313,18870,0,10,708,0
18,fffffffe,0,0,0,0,0,0
13,1,316,19080,0,7,528,0
13,fffffffe,0,0,0,0,0,0
1,1,15,990,0,324,19548,0
1,2,12,828,0,321,19350,0
1,fffffffe,0,0,0,0,0,0
6,1,33464356,2476356915,0,589,57079,0
6,2,10,738,0,319,19230,0
6,3,13,888,0,324,19530,0
6,4,587,56959,0,33464356,2476356915,0
6,fffffffe,0,0,0,0,0,0
14,1,321,19380,0,7,528,0
14,fffffffe,0,0,0,0,0,0
000000000000000c,1,319,19230,0,11,768,0
000000000000000c,2,14,958,0,321,19350,0
000000000000000c,fffffffe,0,0,0,0,0,0
000000000000001a,1,33464351,2476356615,0,588,57049,0
000000000000001a,2,586,56899,0,33464351,2476356615,0
000000000000001a,fffffffe,0,0,0,0,0,0
12,1,321,19380,0,7,528,0
12,fffffffe,0,0,0,0,0,0
16,1,317,19110,0,8,588,0
16,fffffffe,0,0,0,0,0,0
000000000000000a,1,33464356,2476356915,0,587,56959,0
000000000000000a,2,588,57049,0,33464351,2476356615,0
000000000000000a,3,11,768,0,320,19290,0
000000000000000a,fffffffe,0,0,0,0,0,0
000000000000001b,1,33464351,2476356615,0,586,56899,0
000000000000001b,2,11,768,0,317,19110,0
000000000000001b,3,582,56659,0,33464349,2476356495,0
000000000000001b,fffffffe,0,0,0,0,0,0
19,1,10,708,0,318,19170,0
19,2,320,19290,0,11,768,0
19,fffffffe,0,0,0,0,0,0
10,1,319,19230,0,10,708,0
10,2,8,588,0,318,19180,0
10,fffffffe,0,0,0,0,0,0
000000000000000d,1,321,19350,0,14,958,0
000000000000000d,2,10,708,0,319,19230,0
000000000000000d,3,8,588,0,322,19420,0
000000000000000d,fffffffe,0,0,0,0,0,0
000000000000001d,1,318,19170,0,8,588,0
000000000000001d,2,319,19230,0,12,828,0
000000000000001d,fffffffe,0,0,0,0,0,0
3,1,323,19488,0,14,930,0
3,2,589,57079,0,33464356,2476356915,0
3,3,11,768,0,321,19350,0
3,4,317,19110,0,11,768,0
3,5,33464039,2476337895,0,895,75439,0
3,6,6,468,0,318,19170,0
3,fffffffe,0,0,0,0,0,0
9,1,320,19290,0,9,648,0
9,2,8,588,0,319,19230,0
9,fffffffe,0,0,0,0,0,0
4,1,321,19350,0,11,768,0
4,2,11,768,0,319,19230,0
4,3,8,588,0,318,19170,0
4,fffffffe,0,0,0,0,0,0
000000000000000b,1,321,19350,0,12,828,0
000000000000000b,2,11,768,0,317,19110,0
000000000000000b,3,11,768,0,319,19230,0
000000000000000b,fffffffe,0,0,0,0,0,0
2,1,324,19548,0,15,990,0
2,2,14,930,0,323,19488,0
2,fffffffe,0,0,0,0,0,0
000000000000000f,1,320,19290,0,7,528,0
000000000000000f,fffffffe,0,0,0,0,0,0
7,1,319,19230,0,11,768,0
7,2,319,19230,0,10,738,0
7,3,7,528,0,321,19380,0
7,4,7,528,0,321,19380,0
7,5,7,528,0,321,19380,0
7,fffffffe,0,0,0,0,0,0
000000000000000e,1,322,19420,0,8,588,0
000000000000000e,2,7,528,0,320,19290,0
000000000000000e,fffffffe,0,0,0,0,0,0
000000000000001c,1,317,19110,0,11,768,0
000000000000001c,2,8,588,0,318,19170,0
000000000000001c,fffffffe,0,0,0,0,0,0
5,1,318,19170,0,8,588,0
5,2,8,588,0,318,19170,0
5,fffffffe,0,0,0,0,0,0
