@relation monitor-ddos-flow-attack-stats_clustered

@attribute Instance_number numeric
@attribute datapath string
@attribute in-port numeric
@attribute eth-dst string
@attribute out-port numeric
@attribute packets numeric
@attribute bytes numeric
@attribute Cluster {cluster0,cluster1}

@data
715,000000000000001a,2,0e:9b:90:6e:a3:53,1,757,73933,cluster1
716,000000000000001b,1,de:f5:ad:55:e8:54,3,44262937,3275455939,cluster0
717,000000000000001b,3,0e:9b:90:6e:a3:53,1,757,73933,cluster1
718,3,2,0e:9b:90:6e:a3:53,5,757,73933,cluster1
719,3,5,de:f5:ad:55:e8:54,2,44262937,3275455939,cluster0
720,000000000000001a,1,de:f5:ad:55:e8:54,2,44868534,3320270117,cluster0
721,000000000000001a,2,0e:9b:90:6e:a3:53,1,767,74953,cluster1
722,000000000000001b,1,de:f5:ad:55:e8:54,3,44868534,3320270117,cluster0
723,000000000000001b,3,0e:9b:90:6e:a3:53,1,767,74953,cluster1
724,6,1,de:f5:ad:55:e8:54,4,44868534,3320270117,cluster0
725,6,4,0e:9b:90:6e:a3:53,1,767,74953,cluster1
726,3,2,0e:9b:90:6e:a3:53,5,767,74953,cluster1
727,3,5,de:f5:ad:55:e8:54,2,44868534,3320270117,cluster0
728,000000000000000a,1,de:f5:ad:55:e8:54,2,44868534,3320270117,cluster0
729,000000000000000a,2,0e:9b:90:6e:a3:53,1,767,74953,cluster1
730,6,1,de:f5:ad:55:e8:54,4,45517036,3368259233,cluster0
731,6,4,0e:9b:90:6e:a3:53,1,778,76015,cluster1
732,000000000000001a,1,de:f5:ad:55:e8:54,2,45517036,3368259233,cluster0
733,000000000000001a,2,0e:9b:90:6e:a3:53,1,778,76015,cluster1
734,3,2,0e:9b:90:6e:a3:53,5,778,76015,cluster1
735,3,5,de:f5:ad:55:e8:54,2,45517036,3368259233,cluster0
736,000000000000001b,1,de:f5:ad:55:e8:54,3,45517036,3368259233,cluster0
737,000000000000001b,3,0e:9b:90:6e:a3:53,1,778,76015,cluster1
738,000000000000000a,1,de:f5:ad:55:e8:54,2,45517036,3368259233,cluster0
739,000000000000000a,2,0e:9b:90:6e:a3:53,1,778,76015,cluster1
740,3,2,0e:9b:90:6e:a3:53,5,789,77077,cluster1
741,3,5,de:f5:ad:55:e8:54,2,46165563,3416250199,cluster0
742,000000000000001a,1,de:f5:ad:55:e8:54,2,46165563,3416250199,cluster0
743,000000000000001a,2,0e:9b:90:6e:a3:53,1,789,77077,cluster1
744,6,1,de:f5:ad:55:e8:54,4,46165563,3416250199,cluster0
745,6,4,0e:9b:90:6e:a3:53,1,789,77077,cluster1
746,000000000000000a,1,de:f5:ad:55:e8:54,2,46165563,3416250199,cluster0
747,000000000000000a,2,0e:9b:90:6e:a3:53,1,789,77077,cluster1
748,000000000000001b,1,de:f5:ad:55:e8:54,3,46165563,3416250199,cluster0
749,000000000000001b,3,0e:9b:90:6e:a3:53,1,789,77077,cluster1
750,3,2,0e:9b:90:6e:a3:53,5,799,78097,cluster1
751,3,5,de:f5:ad:55:e8:54,2,46798012,3463051425,cluster0
752,6,1,de:f5:ad:55:e8:54,4,46798012,3463051425,cluster0
753,6,4,0e:9b:90:6e:a3:53,1,799,78097,cluster1
754,000000000000001b,1,de:f5:ad:55:e8:54,3,46798012,3463051425,cluster0
755,000000000000001b,3,0e:9b:90:6e:a3:53,1,799,78097,cluster1
756,000000000000001a,1,de:f5:ad:55:e8:54,2,46798012,3463051425,cluster0
757,000000000000001a,2,0e:9b:90:6e:a3:53,1,799,78097,cluster1
758,000000000000000a,1,de:f5:ad:55:e8:54,2,46798012,3463051425,cluster0
759,000000000000000a,2,0e:9b:90:6e:a3:53,1,799,78097,cluster1
760,000000000000001a,1,de:f5:ad:55:e8:54,2,47449825,3511285587,cluster0
761,000000000000001a,2,0e:9b:90:6e:a3:53,1,809,79117,cluster1
762,3,2,0e:9b:90:6e:a3:53,5,809,79117,cluster1
763,3,5,de:f5:ad:55:e8:54,2,47449825,3511285587,cluster0
764,000000000000000a,1,de:f5:ad:55:e8:54,2,47449825,3511285587,cluster0
765,000000000000000a,2,0e:9b:90:6e:a3:53,1,809,79117,cluster1
766,000000000000001b,1,de:f5:ad:55:e8:54,3,47449825,3511285587,cluster0
767,000000000000001b,3,0e:9b:90:6e:a3:53,1,809,79117,cluster1
768,6,1,de:f5:ad:55:e8:54,4,47449825,3511285587,cluster0
769,6,4,0e:9b:90:6e:a3:53,1,809,79117,cluster1
770,6,1,de:f5:ad:55:e8:54,4,48085394,3558317661,cluster0
771,6,4,0e:9b:90:6e:a3:53,1,820,80179,cluster1
772,000000000000000a,1,de:f5:ad:55:e8:54,2,48085394,3558317661,cluster0
773,000000000000000a,2,0e:9b:90:6e:a3:53,1,820,80179,cluster1
774,000000000000001b,1,de:f5:ad:55:e8:54,3,48085394,3558317661,cluster0
775,000000000000001b,3,0e:9b:90:6e:a3:53,1,820,80179,cluster1
776,000000000000001a,1,de:f5:ad:55:e8:54,2,48085394,3558317661,cluster0
777,000000000000001a,2,0e:9b:90:6e:a3:53,1,820,80179,cluster1
778,3,2,0e:9b:90:6e:a3:53,5,820,80179,cluster1
779,3,5,de:f5:ad:55:e8:54,2,48085394,3558317661,cluster0
780,000000000000001a,1,de:f5:ad:55:e8:54,2,48721030,3605354693,cluster0
781,000000000000001a,2,0e:9b:90:6e:a3:53,1,831,81241,cluster1
782,000000000000000a,1,de:f5:ad:55:e8:54,2,48721030,3605354693,cluster0
783,000000000000000a,2,0e:9b:90:6e:a3:53,1,831,81241,cluster1
784,3,2,0e:9b:90:6e:a3:53,5,831,81241,cluster1
785,3,5,de:f5:ad:55:e8:54,2,48721030,3605354693,cluster0
786,000000000000001b,1,de:f5:ad:55:e8:54,3,48721030,3605354693,cluster0
787,000000000000001b,3,0e:9b:90:6e:a3:53,1,831,81241,cluster1
788,6,1,de:f5:ad:55:e8:54,4,48721030,3605354693,cluster0
789,6,4,0e:9b:90:6e:a3:53,1,831,81241,cluster1
790,000000000000001a,1,de:f5:ad:55:e8:54,2,49349545,3651864803,cluster0
791,000000000000001a,2,0e:9b:90:6e:a3:53,1,841,82261,cluster1
792,000000000000001b,1,de:f5:ad:55:e8:54,3,49349545,3651864803,cluster0
793,000000000000001b,3,0e:9b:90:6e:a3:53,1,841,82261,cluster1
794,000000000000000a,1,de:f5:ad:55:e8:54,2,49349545,3651864803,cluster0
795,000000000000000a,2,0e:9b:90:6e:a3:53,1,841,82261,cluster1
796,6,1,de:f5:ad:55:e8:54,4,49349545,3651864803,cluster0
797,6,4,0e:9b:90:6e:a3:53,1,841,82261,cluster1
798,3,2,0e:9b:90:6e:a3:53,5,841,82261,cluster1
799,3,5,de:f5:ad:55:e8:54,2,49349545,3651864803,cluster0
800,000000000000000a,1,de:f5:ad:55:e8:54,2,50003508,3700258065,cluster0
801,000000000000000a,2,0e:9b:90:6e:a3:53,1,851,83281,cluster1
802,3,2,0e:9b:90:6e:a3:53,5,851,83281,cluster1
803,3,5,de:f5:ad:55:e8:54,2,50003508,3700258065,cluster0
804,6,1,de:f5:ad:55:e8:54,4,50003508,3700258065,cluster0
805,6,4,0e:9b:90:6e:a3:53,1,851,83281,cluster1
806,000000000000001a,1,de:f5:ad:55:e8:54,2,50003508,3700258065,cluster0
807,000000000000001a,2,0e:9b:90:6e:a3:53,1,851,83281,cluster1
808,000000000000001b,1,de:f5:ad:55:e8:54,3,50003508,3700258065,cluster0
809,000000000000001b,3,0e:9b:90:6e:a3:53,1,851,83281,cluster1
810,000000000000000a,1,de:f5:ad:55:e8:54,2,50650695,3748149871,cluster0
811,000000000000000a,2,0e:9b:90:6e:a3:53,1,862,84343,cluster1
812,000000000000001a,1,de:f5:ad:55:e8:54,2,50650695,3748149871,cluster0
813,000000000000001a,2,0e:9b:90:6e:a3:53,1,862,84343,cluster1
814,000000000000001b,1,de:f5:ad:55:e8:54,3,50650695,3748149871,cluster0
815,000000000000001b,3,0e:9b:90:6e:a3:53,1,862,84343,cluster1
816,6,1,de:f5:ad:55:e8:54,4,50650695,3748149871,cluster0
817,6,4,0e:9b:90:6e:a3:53,1,862,84343,cluster1
818,3,2,0e:9b:90:6e:a3:53,5,862,84343,cluster1
819,3,5,de:f5:ad:55:e8:54,2,50650695,3748149871,cluster0
820,000000000000001b,1,de:f5:ad:55:e8:54,3,51302173,3796359243,cluster0
821,000000000000001b,3,0e:9b:90:6e:a3:53,1,872,85363,cluster1
822,6,1,de:f5:ad:55:e8:54,4,51302173,3796359243,cluster0
823,6,4,0e:9b:90:6e:a3:53,1,872,85363,cluster1
824,000000000000001a,1,de:f5:ad:55:e8:54,2,51302173,3796359243,cluster0
825,000000000000001a,2,0e:9b:90:6e:a3:53,1,872,85363,cluster1
826,000000000000000a,1,de:f5:ad:55:e8:54,2,51302173,3796359243,cluster0
827,000000000000000a,2,0e:9b:90:6e:a3:53,1,872,85363,cluster1
828,3,2,0e:9b:90:6e:a3:53,5,872,85363,cluster1
829,3,5,de:f5:ad:55:e8:54,2,51302173,3796359243,cluster0
830,000000000000001b,1,de:f5:ad:55:e8:54,3,51922070,3842231589,cluster0
831,000000000000001b,3,0e:9b:90:6e:a3:53,1,883,86425,cluster1
832,000000000000000a,1,de:f5:ad:55:e8:54,2,51922070,3842231589,cluster0
833,000000000000000a,2,0e:9b:90:6e:a3:53,1,883,86425,cluster1
834,000000000000001a,1,de:f5:ad:55:e8:54,2,51922070,3842231589,cluster0
835,000000000000001a,2,0e:9b:90:6e:a3:53,1,883,86425,cluster1
836,3,2,0e:9b:90:6e:a3:53,5,883,86425,cluster1
837,3,5,de:f5:ad:55:e8:54,2,51922070,3842231589,cluster0
838,6,1,de:f5:ad:55:e8:54,4,51922070,3842231589,cluster0
839,6,4,0e:9b:90:6e:a3:53,1,883,86425,cluster1
840,6,1,de:f5:ad:55:e8:54,4,52566694,3889933765,cluster0
841,6,4,0e:9b:90:6e:a3:53,1,893,87445,cluster1
842,000000000000001a,1,de:f5:ad:55:e8:54,2,52566694,3889933765,cluster0
843,000000000000001a,2,0e:9b:90:6e:a3:53,1,893,87445,cluster1
844,3,2,0e:9b:90:6e:a3:53,5,893,87445,cluster1
845,3,5,de:f5:ad:55:e8:54,2,52566694,3889933765,cluster0
846,000000000000001b,1,de:f5:ad:55:e8:54,3,52566694,3889933765,cluster0
847,000000000000001b,3,0e:9b:90:6e:a3:53,1,893,87445,cluster1
848,000000000000000a,1,de:f5:ad:55:e8:54,2,52566694,3889933765,cluster0
849,000000000000000a,2,0e:9b:90:6e:a3:53,1,893,87445,cluster1
850,000000000000001b,1,de:f5:ad:55:e8:54,3,53216088,3937988889,cluster0
851,000000000000001b,3,0e:9b:90:6e:a3:53,1,904,88507,cluster1
852,000000000000000a,1,de:f5:ad:55:e8:54,2,53216088,3937988889,cluster0
853,000000000000000a,2,0e:9b:90:6e:a3:53,1,904,88507,cluster1
854,3,2,0e:9b:90:6e:a3:53,5,904,88507,cluster1
855,3,5,de:f5:ad:55:e8:54,2,53216088,3937988889,cluster0
856,000000000000001a,1,de:f5:ad:55:e8:54,2,53216088,3937988889,cluster0
857,000000000000001a,2,0e:9b:90:6e:a3:53,1,904,88507,cluster1
858,6,1,de:f5:ad:55:e8:54,4,53216088,3937988889,cluster0
859,6,4,0e:9b:90:6e:a3:53,1,904,88507,cluster1
860,6,1,de:f5:ad:55:e8:54,4,53726936,3975791641,cluster0
861,6,4,0e:9b:90:6e:a3:53,1,914,89527,cluster1
862,000000000000001b,1,de:f5:ad:55:e8:54,3,53726936,3975791641,cluster0
863,000000000000001b,3,0e:9b:90:6e:a3:53,1,914,89527,cluster1
864,3,2,0e:9b:90:6e:a3:53,5,914,89527,cluster1
865,3,5,de:f5:ad:55:e8:54,2,53726936,3975791641,cluster0
866,000000000000000a,1,de:f5:ad:55:e8:54,2,53726936,3975791641,cluster0
867,000000000000000a,2,0e:9b:90:6e:a3:53,1,914,89527,cluster1
868,000000000000001a,1,de:f5:ad:55:e8:54,2,53726936,3975791641,cluster0
869,000000000000001a,2,0e:9b:90:6e:a3:53,1,914,89527,cluster1
870,3,2,0e:9b:90:6e:a3:53,5,926,90691,cluster1
871,3,5,de:f5:ad:55:e8:54,2,54114505,4004471715,cluster0
872,6,1,de:f5:ad:55:e8:54,4,54114505,4004471715,cluster0
873,6,4,0e:9b:90:6e:a3:53,1,926,90691,cluster1
874,000000000000001b,1,de:f5:ad:55:e8:54,3,54114505,4004471715,cluster0
875,000000000000001b,3,0e:9b:90:6e:a3:53,1,926,90691,cluster1
876,000000000000001a,1,de:f5:ad:55:e8:54,2,54114505,4004471715,cluster0
877,000000000000001a,2,0e:9b:90:6e:a3:53,1,926,90691,cluster1
878,000000000000000a,1,de:f5:ad:55:e8:54,2,54114505,4004471715,cluster0
879,000000000000000a,2,0e:9b:90:6e:a3:53,1,926,90691,cluster1
880,6,1,de:f5:ad:55:e8:54,4,54768519,4052868719,cluster0
881,6,4,0e:9b:90:6e:a3:53,1,937,91753,cluster1
882,000000000000000a,1,de:f5:ad:55:e8:54,2,54768519,4052868719,cluster0
883,000000000000000a,2,0e:9b:90:6e:a3:53,1,937,91753,cluster1
884,000000000000001a,1,de:f5:ad:55:e8:54,2,54768519,4052868719,cluster0
885,000000000000001a,2,0e:9b:90:6e:a3:53,1,937,91753,cluster1
886,000000000000001b,1,de:f5:ad:55:e8:54,3,54768519,4052868719,cluster0
887,000000000000001b,3,0e:9b:90:6e:a3:53,1,937,91753,cluster1
888,3,2,0e:9b:90:6e:a3:53,5,937,91753,cluster1
889,3,5,de:f5:ad:55:e8:54,2,54768519,4052868719,cluster0
890,000000000000000a,1,de:f5:ad:55:e8:54,2,55415764,4100764849,cluster0
891,000000000000000a,2,0e:9b:90:6e:a3:53,1,947,92773,cluster1
892,000000000000001a,1,de:f5:ad:55:e8:54,2,55415764,4100764849,cluster0
893,000000000000001a,2,0e:9b:90:6e:a3:53,1,947,92773,cluster1
894,3,2,0e:9b:90:6e:a3:53,5,947,92773,cluster1
895,3,5,de:f5:ad:55:e8:54,2,55415764,4100764849,cluster0
896,000000000000001b,1,de:f5:ad:55:e8:54,3,55415764,4100764849,cluster0
897,000000000000001b,3,0e:9b:90:6e:a3:53,1,947,92773,cluster1
898,6,1,de:f5:ad:55:e8:54,4,55415764,4100764849,cluster0
899,6,4,0e:9b:90:6e:a3:53,1,947,92773,cluster1
900,000000000000001b,1,de:f5:ad:55:e8:54,3,56037747,4146791591,cluster0
901,000000000000001b,3,0e:9b:90:6e:a3:53,1,957,93793,cluster1
902,6,1,de:f5:ad:55:e8:54,4,56037747,4146791591,cluster0
903,6,4,0e:9b:90:6e:a3:53,1,957,93793,cluster1
904,000000000000000a,1,de:f5:ad:55:e8:54,2,56037747,4146791591,cluster0
905,000000000000000a,2,0e:9b:90:6e:a3:53,1,957,93793,cluster1
906,3,2,0e:9b:90:6e:a3:53,5,957,93793,cluster1
907,3,5,de:f5:ad:55:e8:54,2,56037747,4146791591,cluster0
908,000000000000001a,1,de:f5:ad:55:e8:54,2,56037747,4146791591,cluster0
909,000000000000001a,2,0e:9b:90:6e:a3:53,1,957,93793,cluster1
910,3,2,0e:9b:90:6e:a3:53,5,966,94711,cluster1
911,3,5,de:f5:ad:55:e8:54,2,56652990,4192319573,cluster0
912,000000000000001a,1,de:f5:ad:55:e8:54,2,56684349,4194640139,cluster0
913,000000000000001a,2,0e:9b:90:6e:a3:53,1,967,94813,cluster1
914,6,1,de:f5:ad:55:e8:54,4,56684349,4194640139,cluster0
915,6,4,0e:9b:90:6e:a3:53,1,967,94813,cluster1
916,000000000000000a,1,de:f5:ad:55:e8:54,2,56684349,4194640139,cluster0
917,000000000000000a,2,0e:9b:90:6e:a3:53,1,967,94813,cluster1
918,000000000000001b,1,de:f5:ad:55:e8:54,3,56684349,4194640139,cluster0
919,000000000000001b,3,0e:9b:90:6e:a3:53,1,967,94813,cluster1
920,6,1,de:f5:ad:55:e8:54,4,57244986,4236127213,cluster0
921,6,4,0e:9b:90:6e:a3:53,1,977,95713,cluster1
922,000000000000001a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
923,000000000000001a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
924,000000000000001b,1,de:f5:ad:55:e8:54,3,57244986,4236127213,cluster0
925,000000000000001b,3,0e:9b:90:6e:a3:53,1,977,95713,cluster1
926,000000000000000a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
927,000000000000000a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
928,3,2,0e:9b:90:6e:a3:53,5,977,95713,cluster1
929,3,5,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
930,6,1,de:f5:ad:55:e8:54,4,57244986,4236127213,cluster0
931,6,4,0e:9b:90:6e:a3:53,1,977,95713,cluster1
932,000000000000001b,1,de:f5:ad:55:e8:54,3,57244986,4236127213,cluster0
933,000000000000001b,3,0e:9b:90:6e:a3:53,1,977,95713,cluster1
934,000000000000001a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
935,000000000000001a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
936,000000000000000a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
937,000000000000000a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
938,3,2,0e:9b:90:6e:a3:53,5,977,95713,cluster1
939,3,5,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
940,6,1,de:f5:ad:55:e8:54,4,57244986,4236127213,cluster0
941,6,4,0e:9b:90:6e:a3:53,1,977,95713,cluster1
942,000000000000001b,1,de:f5:ad:55:e8:54,3,57244986,4236127213,cluster0
943,000000000000001b,3,0e:9b:90:6e:a3:53,1,977,95713,cluster1
944,000000000000001a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
945,000000000000001a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
946,3,2,0e:9b:90:6e:a3:53,5,977,95713,cluster1
947,3,5,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
948,000000000000000a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
949,000000000000000a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
950,000000000000001b,1,de:f5:ad:55:e8:54,3,57244986,4236127213,cluster0
951,000000000000001b,3,0e:9b:90:6e:a3:53,1,977,95713,cluster1
952,000000000000000a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
953,000000000000000a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
954,6,1,de:f5:ad:55:e8:54,4,57244986,4236127213,cluster0
955,6,4,0e:9b:90:6e:a3:53,1,977,95713,cluster1
956,3,2,0e:9b:90:6e:a3:53,5,977,95713,cluster1
957,3,5,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
958,000000000000001a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
959,000000000000001a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
960,6,1,de:f5:ad:55:e8:54,4,57244986,4236127213,cluster0
961,6,4,0e:9b:90:6e:a3:53,1,977,95713,cluster1
962,000000000000001a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
963,000000000000001a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
964,3,2,0e:9b:90:6e:a3:53,5,977,95713,cluster1
965,3,5,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
966,000000000000001b,1,de:f5:ad:55:e8:54,3,57244986,4236127213,cluster0
967,000000000000001b,3,0e:9b:90:6e:a3:53,1,977,95713,cluster1
968,000000000000000a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
969,000000000000000a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
970,3,2,0e:9b:90:6e:a3:53,5,977,95713,cluster1
971,3,5,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
972,000000000000001a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
973,000000000000001a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
974,000000000000001b,1,de:f5:ad:55:e8:54,3,57244986,4236127213,cluster0
975,000000000000001b,3,0e:9b:90:6e:a3:53,1,977,95713,cluster1
976,000000000000000a,1,de:f5:ad:55:e8:54,2,57244986,4236127213,cluster0
977,000000000000000a,2,0e:9b:90:6e:a3:53,1,977,95713,cluster1
978,6,1,de:f5:ad:55:e8:54,4,57244986,4236127213,cluster0
979,6,4,0e:9b:90:6e:a3:53,1,977,95713,cluster1
