datapath;in-port;eth-dst;out-port;packets;bytes
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000000a;2;ae:56:39:e0:e1:96;1;69;3794
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2284219;1238017656
000000000000001b;3;ae:56:39:e0:e1:96;1;68;3720
3;2;ae:56:39:e0:e1:96;5;69;3794
3;5;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
6;1;f2:a9:ce:7a:1c:b9;4;2284219;1238017656
6;4;ae:56:39:e0:e1:96;1;69;3794
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000000a;2;ae:56:39:e0:e1:96;1;69;3794
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2284219;1238017656
000000000000001b;3;ae:56:39:e0:e1:96;1;68;3720
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000001a;2;ae:56:39:e0:e1:96;1;68;3720
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000001a;2;ae:56:39:e0:e1:96;1;68;3720
6;1;f2:a9:ce:7a:1c:b9;4;2284219;1238017656
6;4;ae:56:39:e0:e1:96;1;69;3794
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000000a;2;ae:56:39:e0:e1:96;1;69;3794
3;2;ae:56:39:e0:e1:96;5;69;3794
3;5;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2284219;1238017656
000000000000001b;3;ae:56:39:e0:e1:96;1;68;3720
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2284219;1238017656
000000000000001b;3;ae:56:39:e0:e1:96;1;68;3720
3;2;ae:56:39:e0:e1:96;5;69;3794
3;5;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
6;1;f2:a9:ce:7a:1c:b9;4;2284219;1238017656
6;4;ae:56:39:e0:e1:96;1;69;3794
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000001a;2;ae:56:39:e0:e1:96;1;68;3720
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000000a;2;ae:56:39:e0:e1:96;1;69;3794
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000001a;2;ae:56:39:e0:e1:96;1;68;3720
6;1;f2:a9:ce:7a:1c:b9;4;2284219;1238017656
6;4;ae:56:39:e0:e1:96;1;69;3794
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000000a;2;ae:56:39:e0:e1:96;1;69;3794
3;2;ae:56:39:e0:e1:96;5;69;3794
3;5;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2284219;1238017656
000000000000001b;3;ae:56:39:e0:e1:96;1;68;3720
000000000000001a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000001a;2;ae:56:39:e0:e1:96;1;68;3720
3;2;ae:56:39:e0:e1:96;5;69;3794
3;5;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000001b;1;f2:a9:ce:7a:1c:b9;3;2284219;1238017656
000000000000001b;3;ae:56:39:e0:e1:96;1;68;3720
000000000000000a;1;f2:a9:ce:7a:1c:b9;2;2284219;1238017656
000000000000000a;2;ae:56:39:e0:e1:96;1;69;3794
6;1;f2:a9:ce:7a:1c:b9;4;2284219;1238017656
6;4;ae:56:39:e0:e1:96;1;69;3794
