datapath;in-port;eth-dst;out-port;packets;bytes
3;2;0e:9b:90:6e:a3:53;5;937;91753
3;5;de:f5:ad:55:e8:54;2;54768519;4052868719
000000000000000a;1;de:f5:ad:55:e8:54;2;55415764;4100764849
000000000000000a;2;0e:9b:90:6e:a3:53;1;947;92773
000000000000001a;1;de:f5:ad:55:e8:54;2;55415764;4100764849
000000000000001a;2;0e:9b:90:6e:a3:53;1;947;92773
3;2;0e:9b:90:6e:a3:53;5;947;92773
3;5;de:f5:ad:55:e8:54;2;55415764;4100764849
000000000000001b;1;de:f5:ad:55:e8:54;3;55415764;4100764849
000000000000001b;3;0e:9b:90:6e:a3:53;1;947;92773
6;1;de:f5:ad:55:e8:54;4;55415764;4100764849
6;4;0e:9b:90:6e:a3:53;1;947;92773
000000000000001b;1;de:f5:ad:55:e8:54;3;56037747;4146791591
000000000000001b;3;0e:9b:90:6e:a3:53;1;957;93793
6;1;de:f5:ad:55:e8:54;4;56037747;4146791591
6;4;0e:9b:90:6e:a3:53;1;957;93793
000000000000000a;1;de:f5:ad:55:e8:54;2;56037747;4146791591
000000000000000a;2;0e:9b:90:6e:a3:53;1;957;93793
3;2;0e:9b:90:6e:a3:53;5;957;93793
3;5;de:f5:ad:55:e8:54;2;56037747;4146791591
000000000000001a;1;de:f5:ad:55:e8:54;2;56037747;4146791591
000000000000001a;2;0e:9b:90:6e:a3:53;1;957;93793
3;2;0e:9b:90:6e:a3:53;5;966;94711
3;5;de:f5:ad:55:e8:54;2;56652990;4192319573
000000000000001a;1;de:f5:ad:55:e8:54;2;56684349;4194640139
000000000000001a;2;0e:9b:90:6e:a3:53;1;967;94813
6;1;de:f5:ad:55:e8:54;4;56684349;4194640139
6;4;0e:9b:90:6e:a3:53;1;967;94813
000000000000000a;1;de:f5:ad:55:e8:54;2;56684349;4194640139
000000000000000a;2;0e:9b:90:6e:a3:53;1;967;94813
000000000000001b;1;de:f5:ad:55:e8:54;3;56684349;4194640139
000000000000001b;3;0e:9b:90:6e:a3:53;1;967;94813
6;1;de:f5:ad:55:e8:54;4;57244986;4236127213
6;4;0e:9b:90:6e:a3:53;1;977;95713
000000000000001a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001a;2;0e:9b:90:6e:a3:53;1;977;95713
000000000000001b;1;de:f5:ad:55:e8:54;3;57244986;4236127213
000000000000001b;3;0e:9b:90:6e:a3:53;1;977;95713
000000000000000a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000000a;2;0e:9b:90:6e:a3:53;1;977;95713
3;2;0e:9b:90:6e:a3:53;5;977;95713
3;5;de:f5:ad:55:e8:54;2;57244986;4236127213
6;1;de:f5:ad:55:e8:54;4;57244986;4236127213
6;4;0e:9b:90:6e:a3:53;1;977;95713
000000000000001b;1;de:f5:ad:55:e8:54;3;57244986;4236127213
000000000000001b;3;0e:9b:90:6e:a3:53;1;977;95713
000000000000001a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001a;2;0e:9b:90:6e:a3:53;1;977;95713
000000000000000a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000000a;2;0e:9b:90:6e:a3:53;1;977;95713
3;2;0e:9b:90:6e:a3:53;5;977;95713
3;5;de:f5:ad:55:e8:54;2;57244986;4236127213
6;1;de:f5:ad:55:e8:54;4;57244986;4236127213
6;4;0e:9b:90:6e:a3:53;1;977;95713
000000000000001b;1;de:f5:ad:55:e8:54;3;57244986;4236127213
000000000000001b;3;0e:9b:90:6e:a3:53;1;977;95713
000000000000001a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001a;2;0e:9b:90:6e:a3:53;1;977;95713
3;2;0e:9b:90:6e:a3:53;5;977;95713
3;5;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000000a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000000a;2;0e:9b:90:6e:a3:53;1;977;95713
000000000000001b;1;de:f5:ad:55:e8:54;3;57244986;4236127213
000000000000001b;3;0e:9b:90:6e:a3:53;1;977;95713
000000000000000a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000000a;2;0e:9b:90:6e:a3:53;1;977;95713
6;1;de:f5:ad:55:e8:54;4;57244986;4236127213
6;4;0e:9b:90:6e:a3:53;1;977;95713
3;2;0e:9b:90:6e:a3:53;5;977;95713
3;5;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001a;2;0e:9b:90:6e:a3:53;1;977;95713
6;1;de:f5:ad:55:e8:54;4;57244986;4236127213
6;4;0e:9b:90:6e:a3:53;1;977;95713
000000000000001a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001a;2;0e:9b:90:6e:a3:53;1;977;95713
3;2;0e:9b:90:6e:a3:53;5;977;95713
3;5;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001b;1;de:f5:ad:55:e8:54;3;57244986;4236127213
000000000000001b;3;0e:9b:90:6e:a3:53;1;977;95713
000000000000000a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000000a;2;0e:9b:90:6e:a3:53;1;977;95713
3;2;0e:9b:90:6e:a3:53;5;977;95713
3;5;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000001a;2;0e:9b:90:6e:a3:53;1;977;95713
000000000000001b;1;de:f5:ad:55:e8:54;3;57244986;4236127213
000000000000001b;3;0e:9b:90:6e:a3:53;1;977;95713
000000000000000a;1;de:f5:ad:55:e8:54;2;57244986;4236127213
000000000000000a;2;0e:9b:90:6e:a3:53;1;977;95713
6;1;de:f5:ad:55:e8:54;4;57244986;4236127213
6;4;0e:9b:90:6e:a3:53;1;977;95713
