datapath,in-port,eth-dst,out-port,packets,bytes,duration-sec,duration-nsec,flags
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,628,848000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  816663,549880942,628,801000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      42,    2390,628,840000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  816663,549880942,628,798000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,628,843000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  825838,556059792,638,801000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,638,846000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  825838,556059792,638,808000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,638,835000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  825838,556059792,638,804000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      42,    2390,638,843000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      42,    2390,638,820000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  825838,556059792,638,815000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  825838,556059792,638,812000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,638,830000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  825838,556059792,638,802000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      42,    2390,638,866000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  825838,556059792,638,805000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      42,    2390,638,859000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  841763,566781042,648,825000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,648,852000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  841763,566781042,648,818000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,648,863000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  841763,566781042,648,811000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      43,    2432,648,875000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      43,    2432,648,813000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  841763,566781042,648,808000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  841763,566781042,648,805000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,648,823000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  841763,566781042,648,797000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      43,    2432,648,836000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  841763,566781042,648,814000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,648,868000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  857620,577459236,658,954000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,658,972000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  857620,577459236,659,12000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      43,    2432,659,76000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  857620,577459236,659,15000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,659,69000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      43,    2432,659,20000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  857620,577459236,659,15000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  857620,577459236,659,5000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,659,50000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  857620,577459236,659,4000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      43,    2432,659,43000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  857620,577459236,659,12000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,659,39000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  871237,586628550,668,978000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,669,5000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  871237,586628550,668,967000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      43,    2432,669,31000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      43,    2432,668,990000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  871237,586628550,668,985000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  871237,586628550,668,974000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,669,19000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  871237,586628550,668,974000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      43,    2432,669,13000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  871237,586628550,668,982000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,669,0,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  871237,586628550,668,970000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,669,24000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      43,    2432,678,987000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  888298,598113412,678,982000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  888298,598113412,678,969000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      43,    2432,679,33000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  888298,598113412,678,974000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      43,    2432,679,13000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  888298,598113412,678,979000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,679,6000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  888298,598113412,678,981000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,678,999000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  888298,598113412,678,972000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,679,26000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  888298,598113412,678,972000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,679,17000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      43,    2432,688,979000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  907990,611372676,688,974000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  907990,611372676,688,955000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      43,    2432,689,19000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  907990,611372676,688,971000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,688,989000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  907990,611372676,688,962000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,689,7000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  907990,611372676,688,965000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      43,    2432,689,4000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  907990,611372676,688,954000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,689,8000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  907990,611372676,688,969000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      43,    2432,688,996000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  927307,624381290,698,987000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      44,    2474,699,5000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  927307,624381290,698,978000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      44,    2474,699,32000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  927307,624381290,698,975000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      44,    2474,699,39000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  927307,624381290,698,983000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      44,    2474,699,10000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  927307,624381290,698,979000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      44,    2474,699,18000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  927307,624381290,698,979000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      44,    2474,699,24000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      44,    2474,698,995000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  927307,624381290,698,990000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  948275,638499171,708,983000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      46,    2607,709,22000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  948275,638499171,708,980000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,709,25000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  948275,638499171,708,987000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,709,14000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      46,    2607,708,996000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  948275,638499171,708,991000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  948275,638499171,708,988000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,709,6000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  948275,638499171,708,981000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,709,35000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  948275,638499171,708,978000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      46,    2607,709,42000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  954455,642659431,718,987000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      46,    2607,719,26000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  954455,642659431,718,977000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      46,    2607,719,41000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  954455,642659431,718,995000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,719,13000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      46,    2607,719,3000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  954455,642659431,718,998000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  954455,642659431,718,980000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,719,34000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  954455,642659431,718,984000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,719,29000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  954455,642659431,718,991000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,719,18000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  968520,652131861,728,999000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,729,17000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      46,    2607,729,7000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  968520,652131861,729,2000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  968520,652131861,728,991000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      46,    2607,729,30000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  968520,652131861,728,988000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,729,33000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  968520,652131861,728,995000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,729,22000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  968520,652131861,728,988000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,729,42000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  968520,652131861,728,985000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      46,    2607,729,49000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      46,    2607,739,10000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3,  984656,662994773,739,5000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2,  984656,662994773,739,2000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,739,20000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2,  984656,662994773,738,994000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,739,39000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3,  984656,662994773,738,987000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      46,    2607,739,51000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2,  984656,662994773,739,1000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,739,28000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4,  984656,662994773,738,997000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      46,    2607,739,36000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2,  984656,662994773,738,990000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      46,    2607,739,44000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1003403,675620747,749,5000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,749,23000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1003403,675620747,748,997000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      47,    2649,749,36000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1003403,675620747,749,1000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,749,28000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1003403,675620747,748,994000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,749,39000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      47,    2649,749,13000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1003403,675620747,749,8000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1003403,675620747,748,990000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      47,    2649,749,54000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1003403,675620747,748,993000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,749,47000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1011400,681007021,758,992000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      47,    2649,759,56000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1011400,681007021,759,6000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,759,33000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      47,    2649,759,18000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1011400,681007021,759,13000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1011400,681007021,758,995000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,759,49000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1011400,681007021,759,2000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      47,    2649,759,41000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1011400,681007021,758,999000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,759,44000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1011400,681007021,759,10000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,759,28000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1022985,688806991,769,6000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      47,    2649,769,45000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1022985,688806991,769,10000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,769,37000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1022985,688806991,769,3000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,769,48000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1022985,688806991,768,999000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,769,53000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1022985,688806991,768,996000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      47,    2649,769,60000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      47,    2649,769,20000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1022985,688806991,769,15000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1022985,688806991,769,14000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,769,32000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      47,    2649,779,21000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1039784,700116349,779,16000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1039784,700116349,779,15000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,779,33000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1039784,700116349,779,7000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      47,    2649,779,46000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1039784,700116349,779,11000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,779,38000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1039784,700116349,779,1000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      47,    2649,779,65000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1039784,700116349,779,4000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,779,58000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1039784,700116349,779,8000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,779,53000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      47,    2649,789,28000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1051402,707940905,789,23000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1051402,707940905,789,12000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      47,    2649,789,51000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1051402,707940905,789,16000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,789,43000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1051402,707940905,789,9000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,789,54000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1051402,707940905,789,20000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,789,38000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1051402,707940905,789,6000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      47,    2649,789,70000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1051402,707940905,789,9000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      47,    2649,789,63000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1069956,720435473,799,24000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      48,    2691,799,42000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1069956,720435473,799,16000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      48,    2691,799,55000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      48,    2691,799,32000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1069956,720435473,799,27000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1069956,720435473,799,13000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      48,    2691,799,58000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1069956,720435473,799,6000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      48,    2691,799,70000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1069956,720435473,799,9000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      48,    2691,799,63000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1069956,720435473,799,20000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      48,    2691,799,47000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1086558,731617482,809,17000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,809,62000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1086558,731617482,809,24000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,809,51000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1086558,731617482,809,20000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      50,    2824,809,59000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      50,    2824,809,36000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1086558,731617482,809,31000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1086558,731617482,809,15000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      50,    2824,809,79000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1086558,731617482,809,18000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,809,72000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1086558,731617482,809,28000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,809,46000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1101884,741934174,819,21000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,819,66000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1101884,741934174,819,32000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,819,50000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1101884,741934174,819,24000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      50,    2824,819,63000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      50,    2824,819,39000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1101884,741934174,819,34000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1101884,741934174,819,28000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,819,55000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1101884,741934174,819,21000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,819,75000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1101884,741934174,819,18000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      50,    2824,819,82000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      50,    2824,829,42000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1107897,745983820,829,37000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1107897,745983820,829,37000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,829,55000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1107897,745983820,829,22000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,829,76000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1107897,745983820,829,33000000,0x0000
0000000000000007,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,829,60000000,0x0000
000000000000001b,       1,26:07:6a:27:9e:1f,       3, 1107897,745983820,829,19000000,0x0000
000000000000001b,       3,e2:e1:fb:07:8a:5f,       1,      50,    2824,829,83000000,0x0000
000000000000000a,       1,26:07:6a:27:9e:1f,       2, 1107897,745983820,829,26000000,0x0000
000000000000000a,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,829,71000000,0x0000
0000000000000006,       2,26:07:6a:27:9e:1f,       4, 1107897,745983820,829,29000000,0x0000
0000000000000006,       4,e2:e1:fb:07:8a:5f,       2,      50,    2824,829,68000000,0x0000
0000000000000004,       1,26:07:6a:27:9e:1f,       2, 1117510,752453666,839,40000000,0x0000
0000000000000004,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,839,58000000,0x0000
000000000000001a,       1,26:07:6a:27:9e:1f,       2, 1117510,752453666,839,25000000,0x0000
000000000000001a,       2,e2:e1:fb:07:8a:5f,       1,      50,    2824,839,79000000,0x0000
0000000000000003,       3,e2:e1:fb:07:8a:5f,       5,      50,    2824,839,48000000,0x0000
0000000000000003,       5,26:07:6a:27:9e:1f,       3, 1117510,752453666,839,43000000,0x0000
0000000000000007,       1,26:07:6a:27:9e:1f,       2, 1117510,752453666,839,36000000,0x0000
