datapath,port,rx-pkts,rx-bytes,rx-error,tx-pkts,tx-bytes,tx-error,duration-sec,duration-nsec
0000000000000001,fffffffe,       0,       0,       0,       0,       0,       0,880,205000000
0000000000000002,       1,      50,   15972,       0,      24,    1440,       0,880,192000000
0000000000000002,       2,      78,   17370,       0,       6,     360,       0,880,170000000
0000000000000002,fffffffe,       0,       0,       0,       0,       0,       0,880,171000000
000000000000000c,       1,      76,   16968,       0,       8,     480,       0,879,441000000
000000000000000c,       2,      47,   14382,       0,      30,    1800,       0,879,441000000
000000000000000c,fffffffe,       0,       0,       0,       0,       0,       0,879,418000000
000000000000001a,       1,      71,   15258,       0,       4,     240,       0,877,404000000
000000000000001a,       2,      51,   16314,       0,      30,    1800,       0,877,409000000
000000000000001a,fffffffe,       0,       0,       0,       0,       0,       0,876,182000000
0000000000000011,       1,      69,   16830,       0,       4,     240,       0,879,14000000
0000000000000011,fffffffe,       0,       0,       0,       0,       0,       0,879,17000000
000000000000001c,       1,      67,   15300,       0,       4,     240,       0,876,19000000
000000000000001c,       2,      44,   14202,       0,      29,    1740,       0,876,49000000
000000000000001c,fffffffe,       0,       0,       0,       0,       0,       0,876,23000000
0000000000000012,       1,      73,   17070,       0,       1,      60,       0,878,927000000
0000000000000012,fffffffe,       0,       0,       0,       0,       0,       0,878,889000000
0000000000000010,       1,      69,   15984,       0,       6,     360,       0,879,126000000
0000000000000010,       2,      52,   16656,       0,      24,    1440,       0,879,158000000
0000000000000010,fffffffe,       0,       0,       0,       0,       0,       0,879,130000000
0000000000000007,       1,      48,   15006,       0,      33,    1980,       0,879,640000000
0000000000000007,       2,      50,   15690,       0,      33,    1980,       0,879,640000000
0000000000000007,       3,      47,   15792,       0,      28,    1680,       0,879,657000000
0000000000000007,       4,      46,   15450,       0,      29,    1740,       0,879,642000000
0000000000000007,       5,      74,   16566,       0,       6,     360,       0,879,661000000
0000000000000007,fffffffe,       0,       0,       0,       0,       0,       0,879,643000000
000000000000001b,       1,      73,   16506,       0,       4,     240,       0,876,90000000
000000000000001b,       2,      48,   15288,       0,      27,    1620,       0,876,106000000
000000000000001b,       3,       0,       0,       0,      27,    1620,       0,876,107000000
000000000000001b,fffffffe,       0,       0,       0,       0,       0,       0,876,93000000
000000000000001d,       1,      74,   17130,       0,       3,     180,       0,875,986000000
000000000000001d,       2,      79,   17712,       0,       7,     420,       0,875,985000000
000000000000001d,fffffffe,       0,       0,       0,       0,       0,       0,875,969000000
0000000000000008,       1,      82,   18174,       0,       9,     540,       0,879,615000000
0000000000000008,       2,      51,   16032,       0,      29,    1740,       0,879,615000000
0000000000000008,       3,      50,   15408,       0,      28,    1680,       0,879,614000000
0000000000000008,fffffffe,       0,       0,       0,       0,       0,       0,879,595000000
000000000000000b,       1,      48,   15006,       0,      26,    1560,       0,879,502000000
000000000000000b,       2,      80,   17208,       0,      11,     660,       0,879,502000000
000000000000000b,       3,      52,   15528,       0,      32,    1920,       0,879,502000000
000000000000000b,fffffffe,       0,       0,       0,       0,       0,       0,879,463000000
0000000000000003,       1,      53,   16434,       0,      33,    1980,       0,880,24000000
0000000000000003,       2,      74,   16284,       0,       9,     540,       0,880,26000000
0000000000000003,       3,      75,   16626,       0,       7,     420,       0,880,25000000
0000000000000003,       4,      55,   15708,       0,      36,    2160,       0,880,24000000
0000000000000003,       5,       0,       0,       0,      34,    2040,       0,880,24000000
0000000000000003,       6,       0,       0,       0,      34,    2040,       0,880,24000000
0000000000000003,fffffffe,       0,       0,       0,       0,       0,       0,880,27000000
0000000000000014,       1,      49,   15066,       0,      31,    1860,       0,878,667000000
0000000000000014,fffffffe,       0,       0,       0,       0,       0,       0,878,380000000
000000000000000a,       1,      82,   17892,       0,       8,     480,       0,879,545000000
000000000000000a,       2,      52,   16656,       0,      32,    1920,       0,879,544000000
000000000000000a,       3,      49,   15348,       0,      32,    1920,       0,879,544000000
000000000000000a,fffffffe,       0,       0,       0,       0,       0,       0,879,525000000
000000000000000f,       1,      75,   17472,       0,       1,      60,       0,879,300000000
000000000000000f,fffffffe,       0,       0,       0,       0,       0,       0,879,274000000
0000000000000004,       1,      50,   15126,       0,      32,    1920,       0,879,775000000
0000000000000004,       2,      80,   18054,       0,       5,     300,       0,880,8000000
0000000000000004,       3,      48,   15852,       0,      28,    1680,       0,879,776000000
0000000000000004,fffffffe,       0,       0,       0,       0,       0,       0,879,777000000
0000000000000019,       1,      50,   15408,       0,      28,    1680,       0,877,775000000
0000000000000019,       2,      78,   17652,       0,       5,     300,       0,877,775000000
0000000000000019,fffffffe,       0,       0,       0,       0,       0,       0,877,645000000
0000000000000009,       1,      71,   16386,       0,       6,     360,       0,879,582000000
0000000000000009,       2,      51,   16596,       0,      27,    1620,       0,879,582000000
0000000000000009,fffffffe,       0,       0,       0,       0,       0,       0,879,567000000
0000000000000005,       1,      76,   18096,       0,       2,     120,       0,879,742000000
0000000000000005,       2,      74,   17130,       0,       5,     300,       0,879,757000000
0000000000000005,fffffffe,       0,       0,       0,       0,       0,       0,879,742000000
0000000000000018,       1,      48,   15852,       0,      29,    1740,       0,878,79000000
0000000000000018,       2,      72,   16728,       0,       6,     360,       0,877,884000000
0000000000000018,fffffffe,       0,       0,       0,       0,       0,       0,877,888000000
0000000000000013,       1,      73,   16788,       0,       1,      60,       0,878,825000000
0000000000000013,fffffffe,       0,       0,       0,       0,       0,       0,878,785000000
000000000000000d,       1,      73,   16506,       0,       6,     360,       0,879,373000000
000000000000000d,       2,      50,   15408,       0,      27,    1620,       0,879,393000000
000000000000000d,       3,      51,   16314,       0,      28,    1680,       0,879,374000000
000000000000000d,fffffffe,       0,       0,       0,       0,       0,       0,879,375000000
0000000000000016,       1,      65,   15180,       0,       3,     180,       0,878,242000000
0000000000000016,fffffffe,       0,       0,       0,       0,       0,       0,878,226000000
0000000000000006,       1,      55,   16272,       0,      32,    1920,       0,879,730000000
0000000000000006,       2,      83,   19080,       0,       5,     300,       0,879,731000000
0000000000000006,       3,      54,   15930,       0,      35,    2100,       0,879,731000000
0000000000000006,       4,      53,   15870,       0,      36,    2160,       0,879,714000000
0000000000000006,fffffffe,       0,       0,       0,       0,       0,       0,879,715000000
0000000000000017,       1,      75,   17472,       0,       2,     120,       0,878,151000000
0000000000000017,       2,      52,   15810,       0,      33,    1980,       0,878,150000000
0000000000000017,fffffffe,       0,       0,       0,       0,       0,       0,878,154000000
