datapath,port,rx-pkts,rx-bytes,rx-error,tx-pkts,tx-bytes,tx-error,duration-sec,duration-nsec
000000000000001b,       1,  473512,318432521,       0,      78,   17327,       0,1316,901000000
000000000000001b,       2,      93,   30678,       0,     906,  240462,       0,1316,917000000
000000000000001b,       3,      29,    1697,       0,  473511,318433025,       0,1316,918000000
000000000000001b,fffffffe,       0,       0,       0,     706,  241152,       0,1316,904000000
0000000000000004,       1,  472851,318273821,       0,     745,  175787,       0,1320,582000000
0000000000000004,       2,     771,  184679,       0,  472827,318266177,       0,1320,815000000
0000000000000004,       3,      69,   23034,       0,     935,  249816,       0,1320,583000000
0000000000000004,fffffffe,       0,       0,       0,     709,  242178,       0,1320,584000000
0000000000000006,       1,      78,   24138,       0,     934,  248346,       0,1320,541000000
0000000000000006,       2,  473234,318336599,       0,     367,  115883,       0,1320,542000000
0000000000000006,       3,     162,   52866,       0,     852,  219456,       0,1320,542000000
0000000000000006,       4,     284,   86651,       0,  473319,318364541,       0,1320,525000000
0000000000000006,fffffffe,       0,       0,       0,     706,  241152,       0,1320,526000000
000000000000001c,       1,     968,  261666,       0,      27,    8106,       0,1316,830000000
000000000000001c,       2,      67,   22068,       0,     930,  248106,       0,1316,860000000
000000000000001c,fffffffe,       0,       0,       0,     706,  241152,       0,1316,834000000
0000000000000001,       1,     993,  270780,       0,       4,     240,       0,1321,123000000
0000000000000001,       2,    1000,  272892,       0,       5,     300,       0,1321,14000000
0000000000000001,fffffffe,       0,       0,       0,     705,  240810,       0,1321,15000000
0000000000000017,       1,     982,  265890,       0,      24,    7644,       0,1318,962000000
0000000000000017,       2,      74,   23334,       0,     940,  250398,       0,1318,961000000
0000000000000017,fffffffe,       0,       0,       0,     711,  242862,       0,1318,965000000
0000000000000009,       1,     953,  255972,       0,      47,   14382,       0,1320,393000000
0000000000000009,       2,      92,   30618,       0,     909,  241206,       0,1320,393000000
0000000000000009,fffffffe,       0,       0,       0,     704,  240468,       0,1320,378000000
000000000000000d,       1,     915,  242694,       0,      93,   30114,       0,1320,184000000
000000000000000d,       2,      94,   30456,       0,     912,  242514,       0,1320,204000000
000000000000000d,       3,      94,   31020,       0,     914,  242916,       0,1320,185000000
000000000000000d,fffffffe,       0,       0,       0,     711,  242862,       0,1320,186000000
0000000000000010,       1,     977,  264744,       0,      28,    7884,       0,1319,937000000
0000000000000010,       2,      74,   24180,       0,     932,  250200,       0,1319,969000000
0000000000000010,fffffffe,       0,       0,       0,     712,  243204,       0,1319,941000000
000000000000000a,       1,  473388,318388139,       0,     216,   63395,       0,1320,356000000
000000000000000a,       2,     172,   49475,       0,  473425,318402203,       0,1320,355000000
000000000000000a,       3,     137,   45444,       0,     868,  226056,       0,1320,355000000
000000000000000a,fffffffe,       0,       0,       0,     706,  241152,       0,1320,336000000
0000000000000010,       1,     982,  265044,       0,      28,    7884,       0,1329,940000000
0000000000000010,       2,      74,   24180,       0,     937,  250500,       0,1329,972000000
0000000000000010,fffffffe,       0,       0,       0,     712,  243204,       0,1329,944000000
0000000000000009,       1,     958,  256272,       0,      47,   14382,       0,1330,396000000
0000000000000009,       2,      92,   30618,       0,     914,  241506,       0,1330,396000000
0000000000000009,fffffffe,       0,       0,       0,     704,  240468,       0,1330,381000000
0000000000000012,       1,    1011,  274680,       0,       1,      60,       0,1329,741000000
0000000000000012,fffffffe,       0,       0,       0,     715,  244230,       0,1329,703000000
0000000000000003,       1,      99,   32166,       0,     920,  242148,       0,1330,838000000
0000000000000003,       2,    1004,  270876,       0,       9,     540,       0,1330,840000000
0000000000000003,       3,     814,  197975,       0,  488171,328606561,       0,1330,839000000
0000000000000003,       4,     232,   76242,       0,     792,  197526,       0,1330,838000000
0000000000000003,       5,  487929,328529467,       0,     995,  259595,       0,1330,838000000
0000000000000003,       6,       0,       0,       0,     967,  257940,       0,1330,838000000
0000000000000003,fffffffe,       0,       0,       0,     710,  242520,       0,1330,841000000
0000000000000011,       1,    1003,  273072,       0,       4,     240,       0,1329,828000000
0000000000000011,fffffffe,       0,       0,       0,     711,  242862,       0,1329,831000000
0000000000000002,       1,      73,   23838,       0,     932,  248508,       0,1331,9000000
0000000000000002,       2,     985,  264378,       0,      29,    8226,       0,1330,987000000
0000000000000002,fffffffe,       0,       0,       0,     707,  241494,       0,1330,988000000
0000000000000006,       1,      78,   24138,       0,     939,  248646,       0,1330,544000000
0000000000000006,       2,  488619,328689559,       0,     367,  115883,       0,1330,545000000
0000000000000006,       3,     162,   52866,       0,     857,  219756,       0,1330,545000000
0000000000000006,       4,     284,   86651,       0,  488704,328717501,       0,1330,528000000
0000000000000006,fffffffe,       0,       0,       0,     706,  241152,       0,1330,529000000
000000000000000a,       1,  488773,328741099,       0,     216,   63395,       0,1330,359000000
000000000000000a,       2,     172,   49475,       0,  488810,328755163,       0,1330,358000000
000000000000000a,       3,     137,   45444,       0,     873,  226356,       0,1330,358000000
000000000000000a,fffffffe,       0,       0,       0,     706,  241152,       0,1330,339000000
000000000000000b,       1,      70,   22530,       0,     936,  249594,       0,1330,316000000
000000000000000b,       2,     858,  220098,       0,     165,   53328,       0,1330,316000000
000000000000000b,       3,     184,   60672,       0,     832,  212334,       0,1330,316000000
000000000000000b,fffffffe,       0,       0,       0,     709,  242178,       0,1330,277000000
000000000000000f,       1,    1010,  274056,       0,       1,      60,       0,1330,114000000
000000000000000f,fffffffe,       0,       0,       0,     712,  243204,       0,1330,88000000
000000000000000c,       1,     899,  235248,       0,     116,   37416,       0,1330,255000000
000000000000000c,       2,     155,   51318,       0,     853,  220080,       0,1330,255000000
000000000000000c,fffffffe,       0,       0,       0,     708,  241836,       0,1330,232000000
0000000000000014,       1,     758,  257244,       0,     254,   15240,       0,1329,481000000
0000000000000014,fffffffe,       0,       0,       0,     709,  242178,       0,1329,194000000
0000000000000005,       1,    1011,  274398,       0,       2,     120,       0,1330,556000000
0000000000000005,       2,    1001,  270696,       0,       5,     300,       0,1330,571000000
0000000000000005,fffffffe,       0,       0,       0,     711,  242862,       0,1330,556000000
0000000000000008,       1,     924,  242670,       0,      94,   29610,       0,1330,429000000
0000000000000008,       2,      73,   23556,       0,     934,  247782,       0,1330,429000000
0000000000000008,       3,     113,   36954,       0,     892,  233700,       0,1330,428000000
0000000000000008,fffffffe,       0,       0,       0,     703,  240126,       0,1330,409000000
0000000000000004,       1,  488234,328628107,       0,     750,  176087,       0,1330,589000000
0000000000000004,       2,     776,  184979,       0,  488210,328620463,       0,1330,822000000
0000000000000004,       3,      69,   23034,       0,     940,  250116,       0,1330,590000000
0000000000000004,fffffffe,       0,       0,       0,     709,  242178,       0,1330,591000000
000000000000000d,       1,     920,  242994,       0,      93,   30114,       0,1330,187000000
000000000000000d,       2,      94,   30456,       0,     917,  242814,       0,1330,207000000
000000000000000d,       3,      94,   31020,       0,     919,  243216,       0,1330,188000000
000000000000000d,fffffffe,       0,       0,       0,     711,  242862,       0,1330,189000000
0000000000000013,       1,    1004,  272004,       0,       1,      60,       0,1329,639000000
0000000000000013,fffffffe,       0,       0,       0,     708,  241836,       0,1329,599000000
0000000000000007,       1,  488275,328642693,       0,     708,  161723,       0,1330,454000000
0000000000000007,       2,     437,  139823,       0,  488548,328665277,       0,1330,454000000
0000000000000007,       3,      66,   22290,       0,     942,  251082,       0,1330,471000000
0000000000000007,       4,      70,   23658,       0,     938,  249432,       0,1330,456000000
0000000000000007,       5,     319,   37470,       0,     694,  235356,       0,1330,475000000
0000000000000007,fffffffe,       0,       0,       0,     710,  242520,       0,1330,457000000
0000000000000001,       1,     998,  271080,       0,       4,     240,       0,1331,128000000
0000000000000001,       2,    1005,  273192,       0,       5,     300,       0,1331,19000000
0000000000000001,fffffffe,       0,       0,       0,     705,  240810,       0,1331,20000000
000000000000000e,       1,     985,  265788,       0,      24,    7080,       0,1330,167000000
000000000000000e,       2,      68,   22974,       0,     943,  251142,       0,1330,167000000
000000000000000e,fffffffe,       0,       0,       0,     711,  242862,       0,1330,150000000
000000000000001a,       1,  488879,328779961,       0,     101,   25193,       0,1328,225000000
000000000000001a,       2,     148,   41267,       0,  488838,328766503,       0,1328,230000000
000000000000001a,fffffffe,       0,       0,       0,     707,  241494,       0,1327,3000000
000000000000001b,       1,  488903,328788733,       0,      78,   17327,       0,1326,911000000
000000000000001b,       2,      93,   30678,       0,     911,  240762,       0,1326,927000000
000000000000001b,       3,      29,    1697,       0,  488902,328789237,       0,1326,928000000
000000000000001b,fffffffe,       0,       0,       0,     706,  241152,       0,1326,914000000
000000000000001d,       1,    1004,  272004,       0,       3,     180,       0,1326,807000000
000000000000001d,       2,    1014,  274296,       0,       7,     420,       0,1326,806000000
000000000000001d,fffffffe,       0,       0,       0,     707,  241494,       0,1326,790000000
0000000000000016,       1,     997,  270738,       0,       3,     180,       0,1329,63000000
0000000000000016,fffffffe,       0,       0,       0,     709,  242178,       0,1329,47000000
000000000000001c,       1,     973,  261966,       0,      27,    8106,       0,1326,840000000
000000000000001c,       2,      67,   22068,       0,     935,  248406,       0,1326,870000000
000000000000001c,fffffffe,       0,       0,       0,     706,  241152,       0,1326,844000000
0000000000000019,       1,     116,   37980,       0,     892,  233982,       0,1328,596000000
0000000000000019,       2,     942,  249954,       0,      71,   22872,       0,1328,596000000
0000000000000019,fffffffe,       0,       0,       0,     707,  241494,       0,1328,466000000
0000000000000015,       1,     985,  265788,       0,      23,    7020,       0,1329,89000000
0000000000000015,       2,      67,   22068,       0,     934,  249192,       0,1329,88000000
0000000000000015,fffffffe,       0,       0,       0,     706,  241152,       0,1329,92000000
0000000000000017,       1,     987,  266190,       0,      24,    7644,       0,1328,972000000
0000000000000017,       2,      74,   23334,       0,     945,  250698,       0,1328,971000000
0000000000000017,fffffffe,       0,       0,       0,     711,  242862,       0,1328,975000000
0000000000000018,       1,      93,   31242,       0,     920,  243276,       0,1328,900000000
0000000000000018,       2,     963,  258264,       0,      51,   15750,       0,1328,705000000
0000000000000018,fffffffe,       0,       0,       0,     713,  243546,       0,1328,709000000
000000000000000c,       1,     904,  235548,       0,     116,   37416,       0,1340,255000000
000000000000000c,       2,     155,   51318,       0,     858,  220380,       0,1340,255000000
000000000000000c,fffffffe,       0,       0,       0,     708,  241836,       0,1340,232000000
000000000000000d,       1,     925,  243294,       0,      93,   30114,       0,1340,187000000
000000000000000d,       2,      94,   30456,       0,     922,  243114,       0,1340,207000000
000000000000000d,       3,      94,   31020,       0,     924,  243516,       0,1340,188000000
000000000000000d,fffffffe,       0,       0,       0,     711,  242862,       0,1340,189000000
0000000000000010,       1,     987,  265344,       0,      28,    7884,       0,1339,940000000
0000000000000010,       2,      74,   24180,       0,     942,  250800,       0,1339,972000000
0000000000000010,fffffffe,       0,       0,       0,     712,  243204,       0,1339,944000000
0000000000000017,       1,     992,  266490,       0,      24,    7644,       0,1338,965000000
0000000000000017,       2,      74,   23334,       0,     950,  250998,       0,1338,964000000
0000000000000017,fffffffe,       0,       0,       0,     711,  242862,       0,1338,968000000
0000000000000004,       1,  504973,339898245,       0,     755,  176387,       0,1340,589000000
0000000000000004,       2,     781,  185279,       0,  504949,339890601,       0,1340,822000000
0000000000000004,       3,      69,   23034,       0,     945,  250416,       0,1340,590000000
0000000000000004,fffffffe,       0,       0,       0,     709,  242178,       0,1340,591000000
0000000000000003,       1,      99,   32166,       0,     925,  242448,       0,1340,838000000
0000000000000003,       2,    1009,  271176,       0,       9,     540,       0,1340,840000000
0000000000000003,       3,     819,  198275,       0,  504910,339876699,       0,1340,839000000
0000000000000003,       4,     232,   76242,       0,     797,  197826,       0,1340,838000000
0000000000000003,       5,  504668,339799605,       0,    1000,  259895,       0,1340,838000000
0000000000000003,       6,       0,       0,       0,     972,  258240,       0,1340,838000000
0000000000000003,fffffffe,       0,       0,       0,     710,  242520,       0,1340,841000000
0000000000000008,       1,     929,  242970,       0,      94,   29610,       0,1340,429000000
0000000000000008,       2,      73,   23556,       0,     939,  248082,       0,1340,429000000
0000000000000008,       3,     113,   36954,       0,     897,  234000,       0,1340,428000000
0000000000000008,fffffffe,       0,       0,       0,     703,  240126,       0,1340,409000000
0000000000000006,       1,      78,   24138,       0,     944,  248946,       0,1340,544000000
0000000000000006,       2,  505363,339959997,       0,     367,  115883,       0,1340,545000000
0000000000000006,       3,     162,   52866,       0,     862,  220056,       0,1340,545000000
0000000000000006,       4,     284,   86651,       0,  505448,339987939,       0,1340,528000000
0000000000000006,fffffffe,       0,       0,       0,     706,  241152,       0,1340,529000000
000000000000001b,       1,  505641,340055919,       0,      78,   17327,       0,1336,904000000
000000000000001b,       2,      93,   30678,       0,     916,  241062,       0,1336,920000000
000000000000001b,       3,      29,    1697,       0,  505640,340056423,       0,1336,921000000
000000000000001b,fffffffe,       0,       0,       0,     706,  241152,       0,1336,907000000
0000000000000019,       1,     116,   37980,       0,     897,  234282,       0,1338,589000000
0000000000000019,       2,     947,  250254,       0,      71,   22872,       0,1338,589000000
0000000000000019,fffffffe,       0,       0,       0,     707,  241494,       0,1338,459000000
0000000000000005,       1,    1016,  274698,       0,       2,     120,       0,1340,556000000
0000000000000005,       2,    1006,  270996,       0,       5,     300,       0,1340,571000000
0000000000000005,fffffffe,       0,       0,       0,     711,  242862,       0,1340,556000000
0000000000000012,       1,    1016,  274980,       0,       1,      60,       0,1339,741000000
0000000000000012,fffffffe,       0,       0,       0,     715,  244230,       0,1339,703000000
000000000000001c,       1,     978,  262266,       0,      27,    8106,       0,1336,838000000
000000000000001c,       2,      67,   22068,       0,     940,  248706,       0,1336,868000000
000000000000001c,fffffffe,       0,       0,       0,     706,  241152,       0,1336,842000000
0000000000000007,       1,  505014,339912831,       0,     713,  162023,       0,1340,454000000
0000000000000007,       2,     437,  139823,       0,  505292,339935715,       0,1340,454000000
0000000000000007,       3,      66,   22290,       0,     947,  251382,       0,1340,471000000
0000000000000007,       4,      70,   23658,       0,     943,  249732,       0,1340,456000000
0000000000000007,       5,     324,   37770,       0,     694,  235356,       0,1340,475000000
0000000000000007,fffffffe,       0,       0,       0,     710,  242520,       0,1340,457000000
0000000000000015,       1,     990,  266088,       0,      23,    7020,       0,1339,82000000
0000000000000015,       2,      67,   22068,       0,     939,  249492,       0,1339,81000000
0000000000000015,fffffffe,       0,       0,       0,     706,  241152,       0,1339,85000000
0000000000000016,       1,    1002,  271038,       0,       3,     180,       0,1339,56000000
0000000000000016,fffffffe,       0,       0,       0,     709,  242178,       0,1339,40000000
000000000000001a,       1,  505617,340047147,       0,     101,   25193,       0,1338,218000000
000000000000001a,       2,     148,   41267,       0,  505576,340033689,       0,1338,223000000
000000000000001a,fffffffe,       0,       0,       0,     707,  241494,       0,1336,996000000
000000000000000f,       1,    1015,  274356,       0,       1,      60,       0,1340,114000000
000000000000000f,fffffffe,       0,       0,       0,     712,  243204,       0,1340,88000000
000000000000000b,       1,      70,   22530,       0,     941,  249894,       0,1340,316000000
000000000000000b,       2,     863,  220398,       0,     165,   53328,       0,1340,316000000
000000000000000b,       3,     184,   60672,       0,     837,  212634,       0,1340,316000000
000000000000000b,fffffffe,       0,       0,       0,     709,  242178,       0,1340,277000000
0000000000000002,       1,      73,   23838,       0,     937,  248808,       0,1341,7000000
0000000000000002,       2,     990,  264678,       0,      29,    8226,       0,1340,985000000
0000000000000002,fffffffe,       0,       0,       0,     707,  241494,       0,1340,986000000
0000000000000001,       1,    1003,  271380,       0,       4,     240,       0,1341,129000000
0000000000000001,       2,    1010,  273492,       0,       5,     300,       0,1341,20000000
0000000000000001,fffffffe,       0,       0,       0,     705,  240810,       0,1341,21000000
0000000000000013,       1,    1009,  272304,       0,       1,      60,       0,1339,639000000
0000000000000013,fffffffe,       0,       0,       0,     708,  241836,       0,1339,599000000
0000000000000009,       1,     963,  256572,       0,      47,   14382,       0,1340,396000000
0000000000000009,       2,      92,   30618,       0,     919,  241806,       0,1340,396000000
0000000000000009,fffffffe,       0,       0,       0,     704,  240468,       0,1340,381000000
000000000000000e,       1,     990,  266088,       0,      24,    7080,       0,1340,167000000
000000000000000e,       2,      68,   22974,       0,     948,  251442,       0,1340,167000000
000000000000000e,fffffffe,       0,       0,       0,     711,  242862,       0,1340,150000000
0000000000000014,       1,     758,  257244,       0,     259,   15540,       0,1339,481000000
0000000000000014,fffffffe,       0,       0,       0,     709,  242178,       0,1339,194000000
000000000000000a,       1,  505517,340011537,       0,     216,   63395,       0,1340,359000000
000000000000000a,       2,     172,   49475,       0,  505554,340025601,       0,1340,358000000
000000000000000a,       3,     137,   45444,       0,     878,  226656,       0,1340,358000000
000000000000000a,fffffffe,       0,       0,       0,     706,  241152,       0,1340,339000000
0000000000000018,       1,      93,   31242,       0,     925,  243576,       0,1338,893000000
0000000000000018,       2,     968,  258564,       0,      51,   15750,       0,1338,698000000
0000000000000018,fffffffe,       0,       0,       0,     713,  243546,       0,1338,702000000
0000000000000011,       1,    1008,  273372,       0,       4,     240,       0,1339,828000000
0000000000000011,fffffffe,       0,       0,       0,     711,  242862,       0,1339,831000000
000000000000001d,       1,    1009,  272304,       0,       3,     180,       0,1336,805000000
000000000000001d,       2,    1019,  274596,       0,       7,     420,       0,1336,804000000
000000000000001d,fffffffe,       0,       0,       0,     707,  241494,       0,1336,788000000
0000000000000008,       1,     934,  243270,       0,      94,   29610,       0,1350,433000000
0000000000000008,       2,      73,   23556,       0,     944,  248382,       0,1350,433000000
0000000000000008,       3,     113,   36954,       0,     902,  234300,       0,1350,432000000
0000000000000008,fffffffe,       0,       0,       0,     703,  240126,       0,1350,413000000
0000000000000001,       1,    1008,  271680,       0,       4,     240,       0,1351,141000000
0000000000000001,       2,    1015,  273792,       0,       5,     300,       0,1351,32000000
0000000000000001,fffffffe,       0,       0,       0,     705,  240810,       0,1351,33000000
0000000000000016,       1,    1007,  271338,       0,       3,     180,       0,1349,65000000
0000000000000016,fffffffe,       0,       0,       0,     709,  242178,       0,1349,49000000
000000000000000d,       1,     930,  243594,       0,      93,   30114,       0,1350,196000000
000000000000000d,       2,      94,   30456,       0,     927,  243414,       0,1350,216000000
000000000000000d,       3,      94,   31020,       0,     929,  243816,       0,1350,197000000
000000000000000d,fffffffe,       0,       0,       0,     711,  242862,       0,1350,198000000
0000000000000013,       1,    1014,  272604,       0,       1,      60,       0,1349,648000000
0000000000000013,fffffffe,       0,       0,       0,     708,  241836,       0,1349,608000000
000000000000000e,       1,     995,  266388,       0,      24,    7080,       0,1350,176000000
000000000000000e,       2,      68,   22974,       0,     953,  251742,       0,1350,176000000
000000000000000e,fffffffe,       0,       0,       0,     711,  242862,       0,1350,159000000
0000000000000004,       1,  507899,341872737,       0,     760,  176687,       0,1350,598000000
0000000000000004,       2,     786,  185579,       0,  507875,341865093,       0,1350,831000000
0000000000000004,       3,      69,   23034,       0,     950,  250716,       0,1350,599000000
0000000000000004,fffffffe,       0,       0,       0,     709,  242178,       0,1350,600000000
000000000000001b,       1,  508572,342030711,       0,      78,   17327,       0,1346,913000000
000000000000001b,       2,      93,   30678,       0,     921,  241362,       0,1346,929000000
000000000000001b,       3,      29,    1697,       0,  508571,342031215,       0,1346,930000000
000000000000001b,fffffffe,       0,       0,       0,     706,  241152,       0,1346,916000000
0000000000000010,       1,     992,  265644,       0,      28,    7884,       0,1349,949000000
0000000000000010,       2,      74,   24180,       0,     947,  251100,       0,1349,981000000
0000000000000010,fffffffe,       0,       0,       0,     712,  243204,       0,1349,953000000
000000000000000a,       1,  508448,341986329,       0,     216,   63395,       0,1350,368000000
000000000000000a,       2,     172,   49475,       0,  508485,342000393,       0,1350,367000000
000000000000000a,       3,     137,   45444,       0,     883,  226956,       0,1350,367000000
000000000000000a,fffffffe,       0,       0,       0,     706,  241152,       0,1350,348000000
0000000000000009,       1,     968,  256872,       0,      47,   14382,       0,1350,405000000
0000000000000009,       2,      92,   30618,       0,     924,  242106,       0,1350,405000000
0000000000000009,fffffffe,       0,       0,       0,     704,  240468,       0,1350,390000000
000000000000000b,       1,      70,   22530,       0,     946,  250194,       0,1350,325000000
000000000000000b,       2,     868,  220698,       0,     165,   53328,       0,1350,325000000
000000000000000b,       3,     184,   60672,       0,     842,  212934,       0,1350,325000000
000000000000000b,fffffffe,       0,       0,       0,     709,  242178,       0,1350,286000000
000000000000001c,       1,     983,  262566,       0,      27,    8106,       0,1346,842000000
000000000000001c,       2,      67,   22068,       0,     945,  249006,       0,1346,872000000
000000000000001c,fffffffe,       0,       0,       0,     706,  241152,       0,1346,846000000
0000000000000002,       1,      73,   23838,       0,     942,  249108,       0,1351,18000000
0000000000000002,       2,     995,  264978,       0,      29,    8226,       0,1350,996000000
0000000000000002,fffffffe,       0,       0,       0,     707,  241494,       0,1350,997000000
000000000000001a,       1,  508548,342021939,       0,     101,   25193,       0,1348,227000000
000000000000001a,       2,     148,   41267,       0,  508507,342008481,       0,1348,232000000
000000000000001a,fffffffe,       0,       0,       0,     707,  241494,       0,1347,5000000
0000000000000015,       1,     995,  266388,       0,      23,    7020,       0,1349,91000000
0000000000000015,       2,      67,   22068,       0,     944,  249792,       0,1349,90000000
0000000000000015,fffffffe,       0,       0,       0,     706,  241152,       0,1349,94000000
0000000000000006,       1,      78,   24138,       0,     949,  249246,       0,1350,553000000
0000000000000006,       2,  508294,341934789,       0,     367,  115883,       0,1350,554000000
0000000000000006,       3,     162,   52866,       0,     867,  220356,       0,1350,554000000
0000000000000006,       4,     284,   86651,       0,  508379,341962731,       0,1350,537000000
0000000000000006,fffffffe,       0,       0,       0,     706,  241152,       0,1350,538000000
000000000000000c,       1,     909,  235848,       0,     116,   37416,       0,1350,264000000
000000000000000c,       2,     155,   51318,       0,     863,  220680,       0,1350,264000000
000000000000000c,fffffffe,       0,       0,       0,     708,  241836,       0,1350,241000000
0000000000000019,       1,     116,   37980,       0,     902,  234582,       0,1348,598000000
0000000000000019,       2,     952,  250554,       0,      71,   22872,       0,1348,598000000
0000000000000019,fffffffe,       0,       0,       0,     707,  241494,       0,1348,468000000
0000000000000018,       1,      93,   31242,       0,     930,  243876,       0,1348,902000000
0000000000000018,       2,     973,  258864,       0,      51,   15750,       0,1348,707000000
0000000000000018,fffffffe,       0,       0,       0,     713,  243546,       0,1348,711000000
000000000000001d,       1,    1014,  272604,       0,       3,     180,       0,1346,809000000
000000000000001d,       2,    1024,  274896,       0,       7,     420,       0,1346,808000000
000000000000001d,fffffffe,       0,       0,       0,     707,  241494,       0,1346,792000000
0000000000000017,       1,     997,  266790,       0,      24,    7644,       0,1348,974000000
0000000000000017,       2,      74,   23334,       0,     955,  251298,       0,1348,973000000
0000000000000017,fffffffe,       0,       0,       0,     711,  242862,       0,1348,977000000
0000000000000005,       1,    1021,  274998,       0,       2,     120,       0,1350,565000000
0000000000000005,       2,    1011,  271296,       0,       5,     300,       0,1350,580000000
0000000000000005,fffffffe,       0,       0,       0,     711,  242862,       0,1350,565000000
0000000000000014,       1,     758,  257244,       0,     264,   15840,       0,1349,490000000
0000000000000014,fffffffe,       0,       0,       0,     709,  242178,       0,1349,203000000
0000000000000007,       1,  507940,341887323,       0,     718,  162323,       0,1350,463000000
0000000000000007,       2,     437,  139823,       0,  508223,341910507,       0,1350,463000000
0000000000000007,       3,      66,   22290,       0,     952,  251682,       0,1350,480000000
0000000000000007,       4,      70,   23658,       0,     948,  250032,       0,1350,465000000
0000000000000007,       5,     329,   38070,       0,     694,  235356,       0,1350,484000000
0000000000000007,fffffffe,       0,       0,       0,     710,  242520,       0,1350,466000000
0000000000000003,       1,      99,   32166,       0,     930,  242748,       0,1350,847000000
0000000000000003,       2,    1014,  271476,       0,       9,     540,       0,1350,849000000
0000000000000003,       3,     824,  198575,       0,  507836,341851191,       0,1350,848000000
0000000000000003,       4,     232,   76242,       0,     802,  198126,       0,1350,847000000
0000000000000003,       5,  507594,341774097,       0,    1005,  260195,       0,1350,847000000
0000000000000003,       6,       0,       0,       0,     977,  258540,       0,1350,847000000
0000000000000003,fffffffe,       0,       0,       0,     710,  242520,       0,1350,850000000
0000000000000011,       1,    1013,  273672,       0,       4,     240,       0,1349,837000000
0000000000000011,fffffffe,       0,       0,       0,     711,  242862,       0,1349,840000000
0000000000000012,       1,    1021,  275280,       0,       1,      60,       0,1349,750000000
0000000000000012,fffffffe,       0,       0,       0,     715,  244230,       0,1349,712000000
000000000000000f,       1,    1020,  274656,       0,       1,      60,       0,1350,123000000
000000000000000f,fffffffe,       0,       0,       0,     712,  243204,       0,1350,97000000
000000000000000d,       1,     935,  243894,       0,      93,   30114,       0,1360,198000000
000000000000000d,       2,      94,   30456,       0,     932,  243714,       0,1360,218000000
000000000000000d,       3,      94,   31020,       0,     934,  244116,       0,1360,199000000
000000000000000d,fffffffe,       0,       0,       0,     711,  242862,       0,1360,200000000
0000000000000008,       1,     939,  243570,       0,      94,   29610,       0,1360,440000000
0000000000000008,       2,      73,   23556,       0,     949,  248682,       0,1360,440000000
0000000000000008,       3,     113,   36954,       0,     906,  234540,       0,1360,439000000
0000000000000008,fffffffe,       0,       0,       0,     703,  240126,       0,1360,420000000
0000000000000009,       1,     972,  257112,       0,      47,   14382,       0,1360,407000000
0000000000000009,       2,      92,   30618,       0,     928,  242346,       0,1360,407000000
0000000000000009,fffffffe,       0,       0,       0,     704,  240468,       0,1360,392000000
0000000000000005,       1,    1026,  275298,       0,       2,     120,       0,1360,567000000
0000000000000005,       2,    1016,  271596,       0,       5,     300,       0,1360,582000000
0000000000000005,fffffffe,       0,       0,       0,     711,  242862,       0,1360,567000000
0000000000000003,       1,      99,   32166,       0,     935,  243048,       0,1360,849000000
0000000000000003,       2,    1019,  271776,       0,       9,     540,       0,1360,851000000
0000000000000003,       3,     830,  198917,       0,  518327,348910313,       0,1360,850000000
0000000000000003,       4,     232,   76242,       0,     807,  198426,       0,1360,849000000
0000000000000003,       5,  518085,348833219,       0,    1011,  260537,       0,1360,849000000
0000000000000003,       6,       0,       0,       0,     982,  258840,       0,1360,849000000
0000000000000003,fffffffe,       0,       0,       0,     710,  242520,       0,1360,852000000
000000000000000f,       1,    1025,  274956,       0,       1,      60,       0,1360,125000000
000000000000000f,fffffffe,       0,       0,       0,     712,  243204,       0,1360,99000000
0000000000000001,       1,    1013,  271980,       0,       4,     240,       0,1361,140000000
0000000000000001,       2,    1020,  274092,       0,       5,     300,       0,1361,31000000
0000000000000001,fffffffe,       0,       0,       0,     705,  240810,       0,1361,32000000
000000000000000c,       1,     914,  236148,       0,     116,   37416,       0,1360,266000000
000000000000000c,       2,     155,   51318,       0,     868,  220980,       0,1360,266000000
000000000000000c,fffffffe,       0,       0,       0,     708,  241836,       0,1360,243000000
0000000000000007,       1,  518431,348946445,       0,     724,  162665,       0,1360,465000000
0000000000000007,       2,     438,  139865,       0,  518719,348969929,       0,1360,465000000
0000000000000007,       3,      66,   22290,       0,     957,  251982,       0,1360,482000000
0000000000000007,       4,      70,   23658,       0,     953,  250332,       0,1360,467000000
0000000000000007,       5,     334,   38370,       0,     694,  235356,       0,1360,486000000
0000000000000007,fffffffe,       0,       0,       0,     710,  242520,       0,1360,468000000
000000000000000a,       1,  518944,349045751,       0,     217,   63437,       0,1360,370000000
000000000000000a,       2,     173,   49517,       0,  518981,349059815,       0,1360,369000000
000000000000000a,       3,     137,   45444,       0,     888,  227256,       0,1360,369000000
000000000000000a,fffffffe,       0,       0,       0,     706,  241152,       0,1360,350000000
0000000000000010,       1,     997,  265944,       0,      28,    7884,       0,1359,956000000
0000000000000010,       2,      74,   24180,       0,     952,  251400,       0,1359,988000000
0000000000000010,fffffffe,       0,       0,       0,     712,  243204,       0,1359,960000000
000000000000000e,       1,    1000,  266688,       0,      24,    7080,       0,1360,178000000
000000000000000e,       2,      68,   22974,       0,     958,  252042,       0,1360,178000000
000000000000000e,fffffffe,       0,       0,       0,     711,  242862,       0,1360,161000000
